,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
ProviderNumber,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HospitalName,0.136050316446218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Address1,0.3314230720183541,0.3011529135894171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,0.7112828025246033,0.5837405205698838,0.4402782510038703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZipCode,1.3010097814901493,1.1679623645149302,0.8650434104841087,0.7482224446956245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CountyName,0.6902133588815014,0.5753458975770356,0.43392042781691936,0.4979782648456025,0.0,0.25277372806928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PhoneNumber,1.3051444191136814,1.197066841641383,0.9199265130614614,0.7162065426967424,0.0,0.3117952213470359,0.315825689943779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HospitalType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HospitalOwner,0.1557954571582321,0.1411718885364332,0.10627577686964797,0.08782661565826486,0.0,0.08411375803397259,0.016278576811326984,0.05154291537912823,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EmergencyService,0.23141613611974474,0.20958866939605406,0.15764306254168597,0.1305996483285291,0.0,0.12782321418198436,0.022863458819895918,0.0723926505914255,0.0,3.342015550619496e-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Condition,-0.03783484424745405,-0.03419311245078859,-0.02563084354898023,-0.02144342041386843,0.0,-0.02271128969405014,-0.0029022895431778453,-0.009177325559240439,0.0,2.6574324363694295e-18,1.2040949693216219e-18,1.0,0.0,0.0,0.0,0.0,0.0
MeasureCode,-0.07716560094752646,-0.06974618436091318,-0.05228148201777708,-0.04373424197442773,0.0,-0.046338620281687996,-0.005919854015371635,-0.018731611406599454,0.0,7.162504290865993e-18,9.470247495702192e-19,0.39294755671649106,1.0,0.0,0.0,0.0,0.0
MeasureName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Stateavg,-0.03779115107591185,-0.03415625480174836,-0.02560334037327394,-0.021418516630145962,0.0,-0.022690981446990763,-0.002899109509973672,-0.009171345503711053,0.0,1.6345580973064852e-18,3.4181328114807114e-18,0.45981453458589844,0.327361695891897,0.0,0.0,0.0,1.0
