1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,2,1,3
4,4,4,4,1,4,4,4,3,3,4
5,5,5,5,3,5,5,3,1,3,5
6,6,6,6,2,6,6,4,1,1,6
7,7,7,7,1,2,7,2,3,4,7
8,8,8,8,4,2,8,5,1,2,8
9,9,9,9,3,3,3,3,3,1,9
10,10,10,10,3,1,9,4,3,5,10
11,11,11,11,2,7,10,1,2,1,11
12,12,12,12,4,4,11,4,2,2,12
5,5,13,13,1,8,12,5,3,2,13
13,5,2,2,2,1,13,5,2,4,14
14,13,14,14,1,9,14,4,2,5,15
9,14,15,15,2,10,3,5,3,6,16
15,15,16,16,1,5,15,1,2,3,11
16,16,17,17,5,11,12,5,1,2,8
17,17,18,18,2,12,16,4,4,5,17
18,18,19,19,4,13,17,3,2,2,18
19,19,20,20,4,14,15,3,2,4,19
20,20,21,21,5,10,18,6,4,5,20
21,21,22,22,2,15,19,1,3,6,21
13,5,23,23,4,2,20,3,4,2,19
22,8,24,24,2,4,21,6,4,4,22
23,22,25,25,1,16,22,2,1,5,23
16,23,16,16,3,15,23,2,1,3,24
24,24,26,26,1,17,24,5,3,2,13
25,25,27,27,1,2,7,2,3,6,25
26,26,28,28,1,18,10,2,1,6,26
27,27,22,22,2,13,25,1,1,2,27
28,28,29,29,3,19,16,1,3,5,28
27,29,30,30,3,11,26,5,4,6,29
29,30,31,31,5,16,27,6,3,6,25
30,31,22,22,2,19,28,5,2,5,16
31,32,32,22,5,20,29,4,4,6,5
32,10,33,32,2,8,30,4,2,4,30
33,33,8,8,2,7,10,6,2,1,15
34,3,34,33,4,4,11,1,2,5,31
26,26,6,6,3,5,17,2,1,1,26
29,30,23,23,5,7,31,3,4,6,12
35,34,15,15,1,6,2,5,2,3,32
20,35,35,26,1,3,32,5,2,3,32
8,36,36,13,1,11,17,6,4,2,20
36,37,37,34,2,14,33,5,2,1,33
37,38,8,8,5,2,34,5,3,3,34
38,39,29,29,2,18,16,4,2,2,12
36,37,38,26,1,19,35,2,1,6,22
