1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3
3,4,4,4,4,4,4,4,4
4,5,5,5,5,5,5,5,5
5,6,6,6,6,6,6,6,6
2,7,7,7,7,7,7,7,7
6,8,8,8,8,8,8,8,8
4,9,9,9,9,9,9,9,9
7,10,10,10,10,10,10,10,10
7,11,11,11,11,11,11,11,11
8,12,12,12,12,12,12,12,12
1,13,13,13,13,13,13,13,13
9,14,14,14,14,14,14,14,14
4,15,15,15,15,15,15,15,15
3,16,16,16,16,16,16,16,16
4,17,17,17,17,17,17,17,17
2,18,18,18,18,18,18,18,18
10,19,19,19,19,19,19,19,19
4,20,20,20,20,20,20,20,20
9,21,21,21,21,21,21,21,18
3,22,22,22,22,22,22,22,21
7,23,23,23,23,23,23,23,22
6,3,24,24,7,24,24,24,23
4,24,25,25,24,25,25,25,24
1,12,26,26,25,26,26,26,25
5,9,27,27,26,27,27,27,26
11,25,28,28,27,28,28,28,27
9,26,29,29,28,29,17,29,28
7,3,30,30,29,30,29,30,29
2,27,31,31,30,31,30,31,30
9,2,32,32,31,32,31,32,31
8,2,31,33,32,33,32,33,32
10,28,33,34,33,34,33,34,33
3,2,26,35,34,35,34,35,34
4,29,34,36,35,36,35,36,35
11,21,35,37,36,37,36,37,36
1,30,36,38,37,18,37,38,37
6,31,37,39,38,38,38,39,38
10,2,38,40,39,39,39,40,39
4,32,39,41,40,40,40,41,40
5,33,40,42,41,41,41,42,41
5,30,41,43,42,42,42,43,42
6,34,42,44,43,43,43,44,43
5,35,43,45,44,44,44,45,43
1,36,44,46,45,26,26,46,44
6,37,45,47,46,45,45,47,45
9,34,46,48,47,46,46,48,46
2,38,47,49,48,47,47,49,47
8,39,48,50,49,48,48,50,48
11,40,49,51,50,49,49,51,49
6,41,50,52,51,50,32,52,50
1,42,51,53,52,51,50,53,51
1,12,52,54,53,52,51,54,52
9,43,53,55,54,46,46,55,53
2,35,54,56,55,53,52,56,54
10,44,55,57,52,54,53,57,55
8,45,56,58,56,55,54,58,56
2,2,57,59,57,56,55,59,57
9,46,58,60,58,57,56,60,45
1,24,59,61,59,58,57,61,58
3,47,60,62,60,59,58,62,59
11,30,61,63,61,60,59,36,60
5,48,62,64,62,61,60,63,61
6,49,63,65,63,62,61,64,62
10,50,64,66,64,63,62,65,63
11,17,65,67,65,64,63,66,57
7,17,66,68,66,65,64,67,64
3,51,67,69,67,66,65,68,36
9,52,18,2,2,67,66,69,65
5,20,68,70,68,68,18,70,66
4,53,69,71,69,69,67,71,67
1,54,70,72,70,70,68,72,68
9,6,71,73,71,71,69,73,69
7,50,72,74,72,72,70,74,70
6,27,73,75,73,73,71,75,71
6,29,74,76,74,74,72,76,72
1,1,75,77,75,75,32,77,73
6,17,76,78,76,76,73,78,74
9,55,77,79,77,37,36,62,75
6,56,78,57,52,77,74,79,76
9,1,79,80,17,78,75,55,77
7,32,80,81,78,79,76,80,78
10,57,81,82,79,80,77,81,79
3,5,82,83,80,81,78,82,80
6,24,83,84,81,82,79,83,81
10,58,84,85,82,83,80,84,7
10,14,85,86,83,84,81,85,82
2,33,86,87,84,85,41,86,83
10,14,87,88,85,86,82,87,84
5,30,88,89,86,87,83,88,85
11,31,89,90,87,88,46,89,86
8,59,90,91,88,89,84,90,87
6,44,91,92,89,90,85,91,88
8,60,92,93,28,91,66,92,89
7,61,93,72,70,92,86,23,90
7,18,94,94,90,93,87,93,91
4,41,95,95,91,94,88,94,92
9,62,96,96,92,95,89,95,93
11,50,97,97,93,96,90,96,94
6,23,98,98,94,3,3,97,95
10,63,99,99,95,97,27,98,96
4,64,100,100,96,98,91,99,97
3,65,101,101,97,12,12,100,98
7,14,102,102,98,99,92,101,99
2,25,103,103,99,100,93,102,100
10,32,104,104,100,101,94,103,101
6,58,105,105,101,12,12,104,102
2,12,106,106,79,102,95,105,103
9,63,49,42,41,103,96,106,104
4,56,107,107,69,104,97,107,105
6,66,108,15,102,105,40,108,106
6,67,109,108,67,91,66,109,107
4,51,110,109,103,106,98,110,108
3,25,111,110,104,107,99,111,109
3,7,112,111,105,108,100,112,110
6,68,113,112,106,99,92,113,111
5,31,114,113,107,109,101,114,112
2,34,115,114,108,110,54,37,113
5,69,116,115,109,111,102,115,114
6,35,117,116,110,112,103,116,75
11,18,118,117,111,113,104,117,21
4,70,47,118,112,114,105,118,115
7,71,119,119,113,115,106,119,116
3,72,120,120,114,116,107,120,117
9,73,121,121,115,117,108,27,118
8,51,122,122,55,93,87,92,119
1,20,123,123,116,118,109,116,120
6,35,124,124,117,119,110,121,121
8,61,125,125,12,120,111,37,122
7,70,126,126,118,121,112,122,62
4,74,127,127,70,122,113,123,123
9,75,126,128,119,123,114,124,124
5,68,128,129,62,89,84,125,125
6,29,129,130,120,124,115,126,126
2,29,130,3,3,125,116,127,127
2,1,14,131,121,126,97,128,128
6,75,131,132,122,127,117,129,129
4,76,132,133,123,128,118,130,130
2,41,133,134,124,129,18,8,131
10,42,134,135,70,130,32,131,132
1,5,135,136,81,85,41,46,110
3,43,136,137,125,131,119,132,133
10,49,137,138,126,132,71,133,134
5,2,138,139,127,133,120,134,135
7,77,139,140,128,44,44,120,136
6,78,65,141,129,134,100,135,30
7,39,140,142,69,135,121,136,137
10,79,141,143,130,136,122,137,138
1,80,142,144,131,137,123,14,139
11,30,143,145,132,138,124,138,29
7,64,144,72,133,139,125,139,16
8,67,145,146,134,140,107,140,140
5,58,146,147,102,141,126,141,141
1,30,147,148,135,142,127,142,6
10,48,148,149,136,143,128,143,142
11,81,149,6,6,144,129,144,143
4,57,150,150,137,145,130,145,144
1,73,151,139,127,146,131,146,57
4,13,152,151,138,147,132,147,145
7,25,153,152,139,148,133,148,146
10,20,154,153,140,149,134,149,131
5,37,155,154,141,150,103,150,147
2,29,156,67,142,102,95,151,148
7,82,157,155,143,151,135,152,131
10,48,158,156,144,152,136,153,149
1,64,159,157,145,153,137,154,150
6,30,160,138,126,154,10,155,151
8,52,161,158,62,155,138,156,152
8,33,162,67,146,156,139,157,153
4,4,163,111,105,157,51,145,154
9,9,164,159,123,158,87,158,155
10,83,165,160,101,159,140,56,156
4,56,166,161,132,160,141,159,157
1,12,167,162,147,161,115,120,158
10,78,168,163,148,162,142,160,159
9,84,169,164,149,163,138,161,160
8,1,170,165,150,164,143,98,161
10,12,148,166,19,114,105,162,109
4,42,171,167,9,165,144,163,162
5,44,172,93,28,166,145,18,163
3,55,173,168,151,167,146,164,164
11,85,157,169,152,168,145,165,165
7,86,174,170,127,169,147,166,166
11,12,175,171,153,170,148,167,58
9,87,176,172,154,171,149,168,167
5,54,177,166,19,172,150,169,168
10,56,178,173,155,173,151,170,169
5,88,179,174,58,174,152,171,170
3,75,180,175,156,175,153,172,170
4,27,181,176,157,176,67,173,171
7,47,182,177,158,177,20,174,172
1,5,69,178,159,178,154,175,173
11,89,129,56,55,179,155,176,174
1,90,183,97,93,180,141,177,175
9,20,184,179,160,181,156,178,176
5,27,185,180,161,182,157,96,177
5,91,186,181,145,183,158,49,178
7,21,187,182,162,184,89,69,179
7,92,188,183,163,185,159,92,180
1,85,189,184,164,186,160,179,181
3,83,190,185,165,187,161,180,182
7,37,191,131,121,188,162,181,183
7,88,192,186,166,119,110,182,153
1,42,193,187,167,189,163,183,136
5,83,194,188,84,190,164,184,184
6,76,195,189,110,164,143,147,185
4,85,196,190,168,191,103,185,186
3,73,197,191,169,192,165,186,18
3,43,198,192,170,193,143,187,187
8,11,64,193,171,194,166,188,188
8,91,120,194,172,195,113,24,189
10,30,176,195,173,196,167,189,155
1,15,199,196,174,197,168,130,190
10,15,200,197,175,198,169,190,191
6,92,201,51,50,199,170,191,192
1,23,202,198,176,200,146,192,193
9,24,203,199,177,59,58,193,194
11,19,204,200,178,129,18,50,195
6,8,205,201,179,201,171,194,196
3,93,206,65,63,202,172,195,95
8,29,64,202,132,203,173,196,197
2,81,207,203,180,204,174,197,198
3,66,208,204,181,45,45,198,199
2,28,209,205,182,205,175,152,200
4,9,210,206,183,206,69,199,201
7,34,211,207,184,207,141,200,202
10,94,212,208,178,208,176,201,203
4,95,213,136,81,209,177,202,204
11,30,214,209,185,210,178,203,205
6,28,215,210,186,211,96,204,206
4,95,216,211,187,212,179,205,207
3,26,217,212,188,213,180,206,208
9,1,218,213,189,214,181,207,209
8,47,87,214,190,215,182,208,210
3,89,219,215,36,216,183,122,211
5,14,220,216,191,217,184,209,102
3,67,221,217,192,218,185,210,212
6,78,222,218,193,219,186,211,213
5,84,223,219,194,220,187,212,78
5,96,204,220,195,221,32,213,214
11,55,224,221,196,127,117,214,215
5,45,225,64,62,222,188,101,115
9,95,226,222,197,223,119,215,216
11,38,227,37,36,224,19,216,217
11,79,228,223,96,225,189,217,10
7,4,229,143,130,226,190,218,129
9,54,163,224,28,227,191,219,218
11,56,230,216,191,228,192,220,219
6,64,87,179,160,200,146,221,220
6,92,231,225,198,229,193,53,221
6,32,170,226,199,9,9,222,222
7,49,232,227,200,124,115,223,62
2,51,20,228,201,194,166,224,223
9,47,233,229,202,117,108,225,224
5,34,234,230,203,230,141,226,223
11,96,208,231,22,231,194,117,225
7,21,235,232,204,232,195,227,226
11,95,236,233,205,233,196,228,4
10,76,237,166,19,234,197,220,227
3,48,238,184,164,235,198,229,228
9,88,239,234,206,236,80,230,229
6,9,240,235,207,55,54,50,230
1,21,241,236,208,105,199,72,163
5,61,242,237,209,237,155,231,231
9,2,243,238,210,238,200,232,232
4,80,244,239,211,239,109,233,233
7,26,71,240,212,240,201,234,234
3,89,245,218,193,241,202,62,235
11,97,234,241,213,81,78,235,236
7,13,246,242,214,208,176,236,237
3,91,247,44,43,242,22,110,183
5,96,248,165,150,243,87,161,238
8,80,198,243,111,95,89,237,239
6,42,249,244,47,145,130,238,240
1,36,46,245,215,244,114,84,241
2,3,250,246,216,245,203,137,242
9,63,251,247,173,246,204,239,243
11,84,252,248,217,75,32,214,88
9,88,225,249,170,187,161,240,244
9,3,253,250,218,247,159,241,245
5,87,254,251,178,248,205,176,246
6,97,255,200,178,249,206,242,247
6,94,256,252,21,250,207,243,248
10,88,257,43,42,251,208,244,249
4,34,258,253,219,252,209,5,250
3,30,259,254,220,253,138,245,18
10,98,260,255,221,254,210,193,251
4,99,261,189,110,178,154,59,252
4,99,16,256,221,36,35,246,126
2,97,262,257,222,203,173,247,12
11,100,263,258,223,255,211,248,253
7,7,27,259,224,256,212,249,254
8,75,264,260,54,257,213,237,255
6,30,265,261,225,258,214,250,256
8,101,266,262,226,259,215,251,257
4,56,267,263,15,260,216,252,258
3,97,59,264,227,261,217,253,207
3,40,268,265,228,262,218,168,259
4,37,269,44,43,263,219,254,260
8,79,270,266,229,264,220,255,261
7,30,271,267,38,145,130,256,262
8,16,272,268,230,10,10,257,198
1,18,57,104,100,85,41,141,256
3,31,273,269,231,265,221,258,263
1,83,72,270,123,266,214,259,264
2,45,274,271,232,267,222,260,265
1,63,260,272,233,268,223,261,266
4,88,275,149,136,269,224,262,267
3,85,276,273,234,143,128,5,268
1,4,161,274,235,270,225,176,269
6,95,277,275,236,271,226,263,270
2,37,278,276,237,272,227,264,271
11,86,279,277,35,105,199,177,272
8,1,280,226,199,273,180,147,80
11,45,281,278,238,274,228,265,93
10,16,282,279,239,275,229,266,273
5,5,283,280,240,262,218,267,274
10,25,284,52,51,166,145,268,275
8,24,285,281,60,276,230,269,276
8,42,61,282,148,277,231,98,71
2,22,286,283,241,278,196,165,80
6,57,257,284,242,279,232,270,42
9,9,287,285,243,280,32,271,277
8,2,246,286,22,281,233,247,278
10,44,288,287,244,282,7,272,279
3,98,289,288,245,283,234,215,280
4,40,290,289,246,284,218,207,281
7,18,291,15,247,46,46,273,232
1,17,98,290,199,285,235,274,282
9,30,292,291,54,246,204,275,283
6,99,95,292,248,277,231,276,284
1,75,293,293,249,286,236,277,285
7,18,294,294,250,287,214,278,252
7,51,295,295,251,288,227,228,286
9,39,296,245,215,289,34,279,201
9,61,10,296,252,290,237,280,287
10,17,297,297,253,291,67,58,288
1,102,298,298,139,292,238,66,289
2,25,224,111,105,293,239,185,290
11,88,176,299,188,294,240,281,126
8,22,94,300,21,295,241,218,291
1,59,299,301,254,296,242,88,292
11,102,300,302,239,297,74,282,293
9,90,301,303,255,298,243,283,294
1,63,302,304,256,299,244,284,295
9,11,303,305,257,300,53,285,43
9,67,246,15,258,301,245,200,212
11,84,304,306,259,302,246,286,296
10,103,305,307,260,303,247,287,297
3,50,128,308,261,304,248,288,298
4,65,178,309,95,290,237,289,299
4,12,306,310,262,305,249,290,4
6,79,307,311,260,306,250,291,178
6,4,308,312,263,307,251,292,300
9,16,309,313,39,308,252,293,301
1,57,46,314,182,309,162,294,302
3,44,310,315,264,287,214,72,303
