1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3,3,3
1,1,4,1,4,4,4,4,4,4,4
4,4,5,2,4,5,5,5,5,5,5
5,5,1,4,2,6,6,6,3,6,6
6,6,6,5,5,7,7,7,6,7,7
7,7,7,5,3,8,8,8,4,8,8
8,8,5,6,6,9,9,9,7,9,9
9,9,5,6,7,10,10,10,3,10,10
10,10,6,7,1,11,11,11,8,11,11
11,11,8,8,2,12,12,12,5,12,12
12,12,9,4,4,13,13,13,9,13,13
13,13,10,9,6,14,14,14,10,14,14
14,14,10,3,2,15,15,15,2,15,15
15,15,10,8,3,16,16,16,9,16,16
16,16,4,8,8,17,17,17,11,17,17
17,17,11,1,5,18,18,18,12,18,18
18,18,11,2,8,19,19,4,10,19,19
19,19,4,6,6,20,20,19,5,20,20
20,20,11,2,9,21,21,20,12,21,21
21,21,2,10,8,22,22,21,11,22,22
22,22,7,6,9,23,23,22,5,23,23
23,23,4,4,10,24,24,23,10,24,24
24,24,10,3,3,25,25,24,6,25,25
25,25,12,6,6,26,26,25,12,26,26
26,26,12,7,2,27,27,26,10,27,27
27,27,6,10,4,28,28,27,11,28,28
28,28,11,10,4,29,29,28,11,29,29
29,29,1,3,10,30,30,29,5,30,30
30,30,12,10,9,31,31,30,9,31,31
31,10,8,6,5,32,32,31,10,32,32
32,31,10,9,6,33,33,32,11,33,33
33,32,1,7,5,34,34,33,11,34,34
34,33,8,4,4,35,35,34,8,35,35
35,34,11,2,5,36,36,35,6,36,36
36,35,10,7,6,37,37,36,7,37,37
37,36,1,8,5,38,38,37,1,34,38
38,37,6,9,1,39,39,38,7,38,39
39,38,12,8,8,40,40,39,9,5,35
40,39,10,5,8,41,41,40,3,39,40
41,40,4,4,10,42,42,41,10,40,41
42,41,12,5,6,43,43,42,8,41,42
43,42,9,8,4,44,44,43,2,42,43
4,4,4,3,10,45,45,44,2,43,44
44,43,11,1,1,46,38,37,4,44,45
45,44,12,6,5,47,46,45,3,34,46
46,28,12,4,5,48,47,46,11,45,47
