1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,1,2,2,2
3,3,3,3,3,3,3,2,3,3,3
4,4,1,4,4,4,4,3,4,4,4
5,5,2,5,5,5,5,1,1,3,5
6,6,4,6,6,6,6,4,5,1,6
7,7,5,7,7,7,7,5,4,5,7
8,8,6,8,8,8,8,1,2,4,8
9,9,5,9,9,9,9,6,5,3,9
10,10,7,10,10,10,10,1,1,6,10
11,11,5,11,11,11,11,3,3,7,11
12,12,2,12,12,12,12,2,3,8,12
13,13,6,13,13,13,13,7,6,9,13
14,14,5,10,14,14,14,8,5,10,14
15,15,5,14,15,15,15,6,1,4,15
16,16,8,15,16,16,16,3,5,10,16
17,17,4,16,17,17,17,5,3,11,17
18,18,7,17,18,18,18,8,2,11,18
19,19,8,18,19,19,19,9,7,2,19
20,20,7,19,20,20,20,6,1,8,20
21,21,3,20,21,19,21,1,4,2,21
22,22,9,21,22,21,22,6,7,1,22
23,23,7,22,23,22,23,10,6,2,23
24,24,3,23,24,23,24,4,5,8,24
25,25,3,24,25,24,25,11,8,6,25
26,26,5,25,26,25,26,5,1,4,26
27,27,7,26,27,26,27,8,4,8,27
28,28,6,27,28,27,28,4,9,9,19
29,29,9,26,29,28,29,6,8,9,28
30,30,2,28,30,29,30,8,1,5,29
31,31,6,29,31,11,31,4,7,8,30
32,32,3,30,32,30,32,4,9,2,31
33,33,4,1,33,31,33,9,8,2,32
34,14,3,18,34,31,34,1,5,5,33
35,34,6,31,35,32,35,10,9,11,34
36,35,3,32,36,33,36,6,9,8,35
37,36,1,33,37,24,37,6,6,5,36
38,37,5,34,38,34,38,2,10,2,37
39,38,3,34,39,35,39,3,11,7,38
18,18,9,35,40,36,40,1,6,12,39
40,39,2,36,41,37,41,8,7,4,40
41,40,8,37,42,38,42,5,7,11,41
42,41,4,38,43,39,43,11,6,1,42
43,42,5,39,44,40,44,1,7,5,43
44,43,3,40,45,41,45,8,2,2,44
45,44,8,41,46,42,46,11,10,7,45
46,45,3,2,47,43,47,8,5,12,46
24,24,4,10,48,44,48,11,3,7,47
47,46,5,42,49,45,49,9,10,11,48
48,47,4,43,50,17,50,12,2,8,49
49,48,7,44,51,46,51,1,4,5,50
50,49,7,45,52,43,52,1,7,10,51
51,50,5,46,53,47,53,9,6,8,52
52,51,6,47,54,48,54,1,3,8,53
53,52,8,48,55,49,55,7,2,6,54
54,53,6,49,56,50,56,6,11,12,55
55,54,9,22,57,51,57,7,3,6,56
56,55,7,50,58,52,58,7,5,4,57
57,56,3,51,59,53,59,10,6,10,58
58,57,5,52,60,54,60,2,4,9,59
59,58,2,53,61,55,61,1,1,12,60
60,14,1,6,32,37,62,2,4,7,61
61,59,5,47,62,56,63,10,1,4,62
62,60,5,54,63,57,64,3,1,11,63
63,61,2,55,64,58,65,5,1,9,64
64,62,8,56,65,59,66,2,9,1,65
65,63,9,31,66,60,67,2,8,3,66
1,1,3,22,67,61,68,4,8,4,67
66,64,7,18,14,62,69,5,1,3,68
67,25,8,15,16,1,70,10,10,2,28
68,65,1,57,68,63,71,6,4,12,69
69,66,2,17,69,64,72,5,6,5,70
70,67,9,58,70,65,73,2,4,8,65
71,68,7,7,71,66,74,7,10,1,71
72,69,4,59,72,67,75,11,5,7,72
73,70,1,21,73,68,76,11,8,8,73
74,71,5,60,74,69,77,8,5,7,74
75,72,1,61,75,70,78,2,4,10,75
76,73,4,62,76,71,79,7,4,10,76
77,74,3,49,77,72,80,2,5,10,77
78,75,9,63,78,73,81,4,4,4,40
79,76,4,27,79,74,82,3,7,10,78
80,77,9,8,80,75,83,7,9,6,79
81,78,4,24,81,76,84,12,7,7,54
82,79,7,39,82,77,85,10,11,12,80
83,80,3,14,83,78,86,2,10,6,81
84,81,3,55,84,79,87,11,11,2,27
85,82,1,64,85,80,88,8,2,1,82
86,83,4,35,86,81,89,11,10,4,83
87,84,7,65,87,82,90,12,6,12,84
88,85,8,66,88,83,91,12,11,4,85
89,86,2,63,89,84,92,3,2,8,86
90,87,4,67,90,29,93,11,9,1,87
91,88,5,68,91,85,94,1,1,12,60
92,89,1,6,92,86,95,12,11,12,88
93,90,6,69,93,87,96,8,2,9,89
94,91,6,10,94,88,97,7,5,4,57
88,92,7,70,95,89,98,3,8,9,90
95,93,7,13,7,90,99,9,8,1,91
96,73,6,51,96,91,100,9,5,7,92
97,94,9,71,14,92,101,7,4,12,93
98,95,1,72,97,93,35,10,3,6,94
99,41,3,70,98,94,102,4,9,12,95
100,96,1,23,99,95,103,11,11,3,96
101,97,7,1,100,96,104,10,3,6,94
52,98,7,73,101,97,42,2,11,4,97
102,99,2,16,102,98,105,11,4,8,98
103,100,9,12,103,99,106,9,11,12,99
104,101,8,70,104,100,107,7,4,11,100
