1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,2
2,2,1,2,2,2,3,3,3,3,3,3,3
3,2,2,3,3,3,4,4,2,4,4,4,4
1,3,3,4,3,2,4,5,4,5,5,5,5
3,3,3,3,4,1,2,6,4,6,6,6,6
1,1,1,1,4,4,4,7,3,2,7,7,7
1,3,4,5,4,4,3,8,3,7,8,8,8
2,4,2,6,2,4,2,9,4,7,9,9,9
3,4,4,7,4,1,2,10,4,8,10,10,10
2,4,3,8,4,2,1,11,3,2,7,11,11
4,3,4,9,4,2,2,12,4,9,11,12,12
3,2,5,4,2,1,1,13,4,10,12,13,13
4,3,2,10,4,1,4,14,5,11,13,14,14
3,2,1,11,1,1,4,15,3,11,14,15,15
1,2,5,12,4,4,4,16,2,12,15,7,7
4,4,5,13,3,3,1,8,4,13,16,16,16
4,3,5,14,3,2,3,17,1,5,17,17,17
2,3,1,15,1,2,5,18,1,4,18,18,18
2,2,4,16,3,4,3,19,2,14,10,19,14
2,4,2,6,1,3,2,20,2,11,19,20,19
2,3,1,15,2,4,4,21,1,15,20,21,20
3,2,2,3,4,2,5,18,4,13,21,22,21
3,2,2,3,1,2,5,22,1,13,22,23,22
4,4,1,17,4,4,3,21,5,4,5,24,23
1,1,4,11,4,1,1,23,3,12,23,25,24
1,4,4,18,1,3,5,24,5,16,24,26,25
4,4,1,17,2,2,1,25,3,17,25,27,26
1,1,5,19,3,2,5,18,4,5,5,28,27
3,1,2,20,3,3,3,26,5,18,10,29,28
4,2,2,21,3,1,3,2,3,6,26,3,3
4,2,4,22,2,4,4,27,2,15,27,30,29
4,4,5,13,4,3,5,28,2,19,28,31,30
1,1,3,23,2,3,3,29,3,12,29,32,31
3,2,4,24,3,1,3,30,1,1,1,33,32
4,2,1,17,4,4,4,16,5,20,30,34,33
1,2,2,25,1,2,4,31,2,21,31,15,15
4,2,2,21,2,2,5,32,1,20,32,2,2
2,2,1,2,2,3,1,33,4,22,33,35,34
2,2,5,26,4,2,1,3,1,3,34,4,4
4,4,5,13,3,3,5,34,1,19,21,15,15
1,4,1,27,2,2,1,2,2,19,24,6,6
4,3,3,28,1,1,2,24,3,1,35,21,20
2,1,2,29,1,3,4,2,2,23,36,36,35
3,1,2,20,4,3,2,35,1,11,37,37,3
2,1,2,29,1,3,3,36,2,24,38,38,25
2,3,1,15,4,4,2,37,5,9,5,39,4
2,1,4,30,2,1,3,38,1,14,8,40,34
4,4,4,31,4,4,1,39,2,8,39,41,7
4,1,4,10,4,4,3,40,5,18,10,42,26
3,4,2,32,1,4,4,10,3,23,40,6,6
3,4,1,22,1,3,2,9,3,13,41,43,36
4,2,2,21,1,3,2,10,2,25,42,29,28
1,4,1,27,4,3,1,37,4,18,43,10,10
4,1,1,33,3,4,4,41,1,11,37,32,31
2,1,1,34,2,4,2,18,4,2,28,12,12
3,3,5,35,3,4,3,6,5,1,44,39,4
3,2,4,24,1,2,3,42,5,11,45,7,7
4,1,1,33,4,4,3,43,1,6,41,11,11
3,1,4,36,4,4,5,19,2,13,46,36,35
1,1,3,23,4,1,5,37,5,25,38,44,25
2,3,2,37,2,1,5,6,2,20,47,38,25
4,3,2,10,1,2,4,20,5,5,16,45,21
4,2,2,21,4,3,2,44,5,26,48,20,19
1,2,5,12,4,4,3,45,5,15,49,46,37
3,4,3,16,1,4,3,46,2,2,2,47,38
2,2,3,38,4,3,4,47,1,27,50,48,39
4,1,3,39,2,3,1,48,1,19,51,49,40
4,1,5,21,2,3,4,41,4,28,52,50,41
3,1,3,13,3,1,2,44,1,28,43,51,42
3,2,5,4,2,3,2,26,3,23,53,5,5
