1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,1,2,2,2
3,3,3,3,3,3,3,2,3,3,3
4,4,1,4,4,4,4,3,4,4,4
5,5,2,5,5,5,5,1,1,5,5
6,6,4,6,6,6,6,4,2,1,6
7,7,5,7,7,7,7,4,4,1,7
8,8,6,8,8,8,8,1,5,6,8
9,9,5,9,9,9,9,5,2,3,9
10,10,7,10,10,10,10,1,1,5,10
11,11,5,11,11,11,11,6,5,1,11
12,12,2,12,12,12,12,7,6,7,12
13,13,6,13,13,13,13,3,6,8,13
14,14,5,10,14,14,14,8,2,7,14
15,15,5,14,15,15,15,5,6,7,15
16,16,8,15,16,16,16,9,7,7,16
17,17,4,16,17,17,17,10,5,9,17
18,18,7,17,18,18,18,4,5,9,18
19,19,8,18,19,19,19,6,8,2,19
20,20,7,19,20,20,20,5,1,10,20
21,21,3,20,21,19,21,5,4,2,21
22,22,9,21,22,21,22,7,8,1,22
23,23,7,22,23,22,23,3,6,2,23
24,24,3,23,24,23,24,11,2,10,24
25,25,3,24,25,24,25,8,8,2,25
26,26,5,25,26,25,26,6,9,8,26
27,27,7,26,27,26,27,2,4,10,27
28,28,6,27,28,27,28,8,10,4,28
29,29,9,26,29,28,29,4,7,7,29
30,30,2,28,30,29,30,1,1,11,30
31,31,6,29,31,11,31,4,8,10,31
32,32,3,30,32,30,32,4,10,10,32
33,33,4,1,33,31,33,6,11,2,33
34,34,3,18,34,31,34,1,2,11,34
35,35,6,31,35,32,35,7,10,4,35
36,36,3,32,36,33,36,9,5,10,36
37,37,1,33,37,24,37,5,2,11,37
38,38,5,34,38,34,38,8,11,11,38
39,39,3,34,39,35,39,3,9,3,39
18,18,9,35,40,36,40,1,10,6,40
40,40,2,36,41,37,41,8,8,8,41
41,41,8,37,42,38,42,10,8,9,42
42,42,4,38,43,39,43,11,6,1,43
43,43,5,39,44,40,44,10,8,11,44
44,44,3,40,45,41,45,8,5,2,45
45,45,8,41,46,42,46,9,11,12,46
46,46,3,2,47,43,47,8,2,6,47
24,47,4,10,48,44,48,6,5,12,48
47,48,5,42,49,45,49,6,11,2,49
48,49,4,43,50,17,50,8,9,10,50
49,50,7,44,51,46,51,1,4,1,51
50,51,7,45,52,43,52,1,2,7,52
51,52,5,46,53,47,53,6,6,10,53
52,53,6,47,54,48,54,1,3,10,54
53,54,8,48,55,49,55,1,5,5,55
54,55,6,49,56,50,56,2,9,6,56
55,56,9,22,57,51,57,9,3,5,57
56,57,7,50,58,52,58,11,2,8,58
57,58,3,51,59,53,59,7,6,5,59
58,59,5,52,60,54,60,2,3,4,60
59,60,2,53,61,55,61,1,1,6,61
60,61,1,6,32,37,62,3,11,12,62
61,62,5,47,62,56,63,3,4,2,63
62,63,5,54,63,57,64,3,10,9,64
63,64,2,55,64,58,65,10,4,4,65
64,65,8,56,65,59,66,2,10,1,66
65,66,9,31,66,60,67,11,7,3,67
1,67,3,22,67,61,68,8,5,8,68
66,68,7,18,14,62,69,10,1,3,69
67,25,8,15,16,1,70,7,11,9,29
68,69,1,57,68,63,71,5,4,6,70
69,70,2,17,69,64,72,10,2,11,71
70,71,9,58,70,65,73,2,4,10,72
71,72,7,7,71,66,74,9,4,1,73
72,73,4,59,72,67,75,11,1,12,74
73,74,1,21,73,68,76,11,7,10,75
74,75,5,60,74,69,77,8,2,12,76
75,76,1,61,75,70,78,2,2,3,77
76,77,4,62,76,71,79,9,4,7,78
77,78,3,49,77,72,80,2,2,7,79
78,79,9,63,78,73,81,4,8,8,41
79,48,4,27,79,74,82,3,8,7,80
80,80,9,8,80,75,83,9,10,5,63
81,81,4,24,81,76,84,12,6,12,55
82,82,7,39,82,77,85,7,9,6,81
83,83,3,14,83,78,86,2,7,5,82
84,84,3,55,84,79,87,11,9,2,27
85,85,1,64,85,80,88,8,5,1,83
86,86,4,35,86,81,89,11,11,8,84
87,87,7,65,87,82,90,12,6,3,18
88,88,8,66,88,83,91,12,9,8,85
89,89,2,63,89,84,92,3,11,10,86
90,90,4,67,90,29,93,11,10,1,48
91,91,5,68,91,85,94,1,1,9,87
92,92,1,6,92,86,95,12,9,12,88
93,93,6,69,93,87,96,4,5,4,89
94,94,6,10,94,88,97,10,2,8,58
88,95,7,70,95,89,98,10,7,3,90
95,96,7,13,7,90,99,6,4,5,91
96,97,6,51,96,91,100,6,2,12,92
97,98,9,71,14,92,101,9,4,6,93
98,99,1,72,97,93,35,7,3,5,94
99,42,3,70,98,94,102,4,10,6,95
100,100,1,23,99,95,103,11,9,3,96
101,101,7,1,100,96,104,7,9,5,94
52,102,7,73,101,97,42,2,9,8,97
102,103,2,16,102,98,105,6,6,10,98
103,104,9,12,103,99,106,6,9,9,99
104,105,8,70,104,100,107,9,11,9,100
