1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,2,2,1,2,2,2,2,2,2,2
2,1,2,3,3,2,3,2,3,3,2,2,3
3,2,2,4,2,3,4,3,4,4,3,3,4
3,3,3,5,3,4,5,4,5,5,1,2,5
2,4,2,2,2,5,6,2,6,6,1,4,6
1,5,3,6,2,3,7,2,7,7,3,5,7
1,2,3,7,3,6,8,1,3,8,3,6,8
3,2,3,8,2,7,9,2,8,9,4,7,9
2,2,2,9,3,8,4,4,9,10,4,8,10
3,3,4,6,1,9,10,1,10,11,1,9,11
2,1,3,10,1,3,11,4,11,12,2,5,7
3,5,4,11,4,10,12,3,12,7,1,10,12
1,4,2,12,1,11,13,1,13,13,1,11,13
3,2,2,13,3,12,7,3,13,14,2,12,14
1,2,1,14,1,13,14,3,14,2,3,5,15
2,1,4,5,4,12,15,4,3,15,2,6,16
3,2,1,15,1,14,16,1,11,16,2,6,17
1,5,4,16,1,11,13,1,10,11,2,5,16
4,3,1,17,3,6,17,3,15,17,4,6,18
1,3,3,4,2,2,16,3,16,18,4,10,9
2,1,3,10,2,15,18,4,4,19,4,11,13
2,1,1,2,4,7,19,4,17,12,2,13,19
4,2,4,18,3,9,20,1,18,20,3,14,20
3,4,4,14,4,12,21,1,9,21,3,3,21
4,3,4,19,4,10,22,2,13,22,2,15,22
2,5,2,20,3,16,23,3,5,23,4,2,6
4,2,4,21,3,2,16,4,8,24,1,14,23
3,5,2,22,3,6,17,2,6,25,1,6,24
1,3,1,10,1,15,22,1,1,26,2,16,25
3,4,1,23,3,10,24,3,10,27,1,17,26
1,4,2,24,3,9,25,3,12,19,2,3,16
2,5,3,25,4,8,23,1,3,17,3,4,27
1,5,1,3,4,11,26,4,3,28,3,18,16
3,3,2,26,1,7,6,3,4,4,4,3,28
2,2,3,3,2,1,27,4,1,8,3,19,29
4,2,1,27,1,4,5,3,19,29,3,18,17
2,4,2,2,2,15,22,2,14,30,1,11,7
3,3,1,28,1,1,28,2,13,31,3,9,2
3,5,3,2,3,2,8,4,4,32,2,6,30
1,5,4,29,4,17,29,1,18,33,2,20,24
