1,1,1,1,1,1,1,1,1,1
2,2,2,1,2,2,2,2,2,2
3,3,2,2,3,3,3,3,3,3
4,4,2,3,3,4,4,4,4,4
5,5,3,2,4,5,5,5,5,5
6,6,3,3,4,6,6,6,6,6
7,7,3,1,4,7,7,7,7,7
8,8,3,3,1,8,8,8,8,8
9,9,1,3,4,9,9,9,9,9
9,10,4,2,2,10,10,10,10,10
10,11,5,2,4,11,11,11,11,11
2,12,4,2,2,12,12,12,12,12
11,13,1,4,3,13,13,13,13,13
6,14,1,2,4,14,14,14,14,14
12,15,2,3,3,15,15,15,7,7
13,16,1,4,2,16,16,16,15,15
14,17,2,1,4,17,17,17,16,16
15,5,6,1,1,18,18,18,17,17
16,18,6,2,2,16,19,19,18,18
17,19,3,3,4,19,20,20,19,19
16,20,4,4,4,20,8,8,20,20
18,21,3,4,2,21,21,7,21,21
19,22,2,4,1,22,21,21,22,22
20,23,4,4,4,23,22,22,23,9
1,24,4,1,3,10,23,23,24,23
21,25,1,1,1,19,6,6,25,24
22,26,2,4,3,24,24,24,26,25
23,27,2,1,1,25,13,13,27,26
24,28,3,1,4,13,25,14,28,17
7,29,3,1,3,5,26,25,29,27
25,30,5,4,3,26,3,3,6,6
26,31,6,3,4,9,27,26,15,15
27,32,1,3,1,27,28,27,30,28
7,33,3,2,4,28,29,3,31,29
28,34,2,4,1,26,30,17,32,30
29,7,2,2,4,29,31,28,33,31
16,35,5,2,3,30,32,29,34,29
5,12,2,2,2,23,33,30,13,13
30,36,2,4,4,31,34,31,35,3
31,37,5,4,4,32,35,32,36,32
18,38,6,3,1,26,36,33,11,11
32,39,4,2,3,33,37,34,37,33
33,40,1,1,2,34,38,35,38,22
34,41,3,4,3,14,39,36,35,3
23,42,6,3,1,35,8,8,38,22
26,19,1,2,2,36,40,37,39,20
35,33,5,4,1,25,19,19,40,34
36,12,2,1,1,25,10,10,41,35
4,11,2,3,2,9,41,25,42,36
37,43,2,4,4,33,42,38,43,37
38,44,5,3,1,37,14,14,44,38
39,45,4,4,3,38,43,39,45,39
40,11,6,1,2,10,44,40,46,20
41,46,4,4,2,39,21,7,9,9
42,47,6,2,1,40,45,41,47,40
43,48,5,3,2,41,46,42,12,12
38,49,2,4,4,38,47,43,48,41
12,50,1,4,4,42,27,26,49,42
8,51,4,4,1,43,48,16,50,40
44,13,1,2,3,44,49,44,20,20
45,52,1,1,1,4,50,9,51,12
46,53,6,2,1,45,51,45,52,10
6,54,1,3,3,27,22,22,53,43
47,35,6,2,3,46,52,46,54,44
48,1,6,2,4,18,53,28,14,14
49,3,2,4,3,47,33,30,47,40
48,12,3,3,2,9,52,46,47,40
41,17,2,4,1,48,2,2,33,31
22,55,1,3,3,6,1,1,55,9
50,56,2,2,3,3,28,27,56,45
51,35,2,3,4,49,13,13,40,34
52,57,6,1,4,5,54,42,57,46
47,31,3,3,1,30,55,34,58,47
51,58,2,1,1,25,45,41,34,29
51,59,4,1,3,20,56,1,59,48
33,60,6,1,2,50,57,47,54,44
53,52,1,2,3,37,32,29,18,18
27,55,3,3,4,6,26,25,60,8
54,61,1,1,2,51,58,48,61,49
45,62,1,3,2,52,59,47,62,50
55,63,3,3,1,30,5,5,63,51
56,36,2,2,2,40,60,49,64,31
49,52,1,4,2,53,33,30,27,26
20,61,6,3,1,9,28,27,35,3
8,54,1,4,3,1,12,12,65,6
53,64,2,1,4,54,61,50,4,4
57,65,1,4,3,32,17,5,66,27
58,60,4,1,4,8,62,43,67,52
59,36,5,3,2,55,26,25,23,9
26,13,4,3,1,42,63,36,57,46
14,66,3,1,1,56,20,20,1,1
59,67,2,1,3,57,48,16,68,40
10,68,4,2,4,35,64,32,36,32
60,69,6,1,4,58,32,29,9,9
4,70,5,1,4,59,65,33,69,53
61,48,4,3,3,58,17,5,1,1
8,39,3,2,2,60,46,32,54,36
62,53,3,2,4,40,40,37,70,54
47,42,1,2,1,19,17,5,66,27
34,65,2,3,4,61,66,51,54,44
56,61,1,4,4,19,64,32,71,55
10,71,5,4,2,22,57,47,72,19
63,59,2,2,3,50,52,46,73,56
51,70,1,2,1,45,67,52,74,57
6,72,6,1,3,33,68,5,75,58
64,36,3,4,2,62,69,53,76,42
29,73,5,2,2,63,70,34,77,59
48,20,2,1,4,64,11,11,41,39
19,74,1,2,1,32,71,54,29,27
65,18,1,2,1,65,59,47,78,47
66,75,1,4,2,57,59,47,59,48
25,70,2,2,3,66,64,55,79,51
67,76,2,4,2,67,72,56,80,2
68,77,5,3,2,7,12,12,67,52
69,78,4,2,2,17,20,20,2,2
54,47,5,3,1,49,61,50,24,23
55,62,4,2,3,68,73,57,35,3
70,79,4,3,2,69,74,58,70,54
10,74,4,4,2,23,64,32,81,60
14,44,4,1,2,36,75,59,77,59
71,58,6,1,1,6,76,60,82,7
45,80,4,3,2,39,23,23,13,13
71,81,2,3,4,70,33,30,83,22
66,50,3,2,4,71,21,21,33,31
59,16,5,3,4,72,77,61,28,17
34,64,4,3,4,73,73,57,11,11
33,75,4,3,4,74,11,11,55,9
72,30,4,1,4,59,78,62,84,61
40,17,5,4,2,43,14,14,58,47
73,48,4,4,2,12,64,32,41,35
74,82,5,4,3,75,12,12,50,40
56,70,5,2,1,37,39,36,38,22
75,16,3,2,2,30,50,9,59,48
56,83,2,1,2,26,8,8,82,7
76,17,5,1,1,76,79,63,85,39
56,45,5,2,4,12,80,64,57,46
77,7,5,1,4,47,81,38,86,6
78,40,3,3,2,5,65,33,26,25
79,84,2,4,1,10,59,47,87,2
67,8,1,4,1,69,30,17,47,40
8,85,4,4,4,35,14,14,14,14
9,86,2,4,1,76,12,12,87,2
80,87,6,3,2,12,68,5,88,62
14,88,5,4,4,53,82,45,50,40
67,23,4,3,4,74,36,33,89,63
19,89,2,1,2,56,83,10,90,19
80,90,1,4,3,32,63,36,12,12
81,91,1,1,1,77,84,65,87,2
66,12,2,3,1,78,85,66,45,39
82,92,4,1,3,58,26,25,91,64
83,58,4,1,2,72,86,67,92,65
26,93,1,1,4,5,87,68,66,27
8,94,2,2,2,32,88,38,86,6
35,53,3,3,4,46,89,63,93,66
52,95,4,2,4,39,21,21,76,42
84,77,3,1,2,23,42,38,94,67
3,74,4,2,2,1,13,13,95,68
63,50,3,4,4,53,33,21,96,69
49,2,3,4,2,28,81,38,26,25
71,58,3,1,3,20,90,69,97,70
27,44,1,4,4,42,62,43,58,47
71,43,6,1,2,30,91,46,26,25
33,74,3,2,1,42,92,70,88,62
28,56,6,3,4,45,89,63,7,7
19,96,4,2,3,26,93,5,98,58
85,63,5,3,2,21,89,63,35,3
86,92,1,4,4,42,61,50,81,60
28,62,6,4,3,46,49,44,21,21
86,81,3,3,1,7,24,24,17,17
19,53,3,4,4,5,2,2,11,11
87,6,1,2,3,51,45,41,19,19
86,97,6,1,2,17,65,33,99,71
69,12,4,4,1,12,82,45,21,21
10,14,2,4,4,70,8,8,70,54
36,98,2,3,4,24,23,23,1,1
88,79,1,4,4,42,36,33,92,65
89,6,5,4,3,55,90,69,73,56
50,1,3,4,2,73,74,58,63,51
64,12,4,1,1,10,57,47,65,6
6,99,3,1,2,74,94,71,40,34
90,62,4,4,2,42,57,47,95,68
91,5,1,3,1,79,9,9,81,60
10,88,2,4,2,63,79,63,81,60
7,29,3,3,1,12,95,72,53,43
46,91,5,3,1,67,44,32,33,31
29,55,2,3,3,80,5,5,54,44
62,7,4,1,3,18,43,39,48,41
1,51,2,3,2,81,76,60,2,2
57,77,3,1,4,13,16,16,26,25
29,51,1,4,1,60,41,25,48,41
11,14,2,3,1,41,47,43,72,19
48,1,1,3,4,22,28,27,100,9
11,58,1,2,1,81,85,66,92,65
70,60,2,3,1,8,96,36,100,9
72,20,6,2,1,45,46,32,29,27
42,32,6,3,2,82,40,37,24,23
92,19,1,4,1,29,97,2,4,4
3,90,3,2,4,56,19,19,42,36
75,63,2,3,1,12,98,73,97,70
62,7,3,3,1,10,24,24,65,6
33,82,3,2,4,61,82,45,36,32
93,24,2,3,1,69,57,47,37,33
60,100,5,3,4,83,65,33,100,9
22,37,1,3,4,81,21,7,29,27
48,23,5,1,1,84,34,31,82,7
90,54,3,3,3,9,8,8,91,64
86,84,6,1,3,67,61,50,61,49
49,101,6,2,2,49,47,43,32,30
85,31,2,4,3,3,14,14,54,44
94,49,6,2,4,71,45,41,101,72
35,102,3,2,3,5,50,9,95,68
95,103,5,2,3,1,73,57,4,4
26,104,6,1,2,71,6,6,19,19
92,31,5,4,2,76,16,16,52,10
58,91,6,1,2,24,62,43,6,6
19,91,6,2,4,42,19,19,8,8
54,63,6,1,4,51,42,38,76,42
47,48,6,3,3,25,99,74,8,8
81,99,6,3,4,5,99,74,59,48
71,25,2,1,4,54,98,73,4,4
42,47,4,1,2,32,54,42,53,43
96,65,3,2,1,57,11,11,24,23
97,44,6,1,4,58,100,68,41,35
98,105,5,3,4,85,11,11,31,29
39,8,3,1,1,43,46,32,25,24
41,58,4,2,4,43,37,34,39,20
92,104,4,3,3,23,64,55,74,57
19,14,6,3,1,86,60,49,5,5
43,5,3,1,1,14,73,57,77,59
33,89,2,3,2,69,58,48,33,31
46,106,6,2,1,66,71,54,29,27
79,60,4,4,4,56,101,75,23,9
37,58,6,4,1,46,95,72,55,9
99,45,2,1,4,40,72,56,102,67
56,44,2,2,2,49,70,34,44,38
78,104,2,3,3,85,9,9,7,7
42,60,3,3,1,14,34,31,1,1
95,63,4,2,3,33,102,61,89,63
16,21,4,2,1,45,15,15,88,62
44,76,2,1,1,29,21,21,103,73
66,19,2,2,4,12,77,61,32,30
97,86,2,1,2,49,70,34,6,6
8,50,4,4,3,39,97,2,67,52
4,21,2,3,3,31,26,25,66,27
100,56,3,3,4,9,96,36,74,57
84,53,5,4,2,6,102,61,97,70
36,107,5,2,1,64,103,16,61,49
28,69,1,3,2,51,92,35,12,12
72,50,2,1,1,39,64,55,55,9
15,89,5,1,3,29,10,10,84,61
81,50,1,1,1,79,63,36,51,12
96,15,2,3,4,47,20,20,104,22
101,12,3,4,2,28,31,28,105,18
32,42,5,1,2,47,56,1,42,36
21,22,5,4,4,53,79,63,100,9
29,104,4,4,1,68,28,27,3,3
47,34,1,2,4,13,6,6,32,30
91,11,3,1,1,87,104,23,105,18
44,108,4,1,3,23,59,47,64,31
43,86,6,4,2,19,47,43,8,8
64,77,2,2,2,40,89,63,98,22
102,87,6,4,1,23,58,48,33,31
40,85,2,4,2,61,32,29,26,25
98,109,6,1,1,36,100,68,75,58
10,75,5,1,3,72,20,20,106,49
9,70,4,2,1,17,82,45,71,55
3,108,1,3,2,80,2,2,30,28
17,9,5,4,1,12,73,57,91,64
85,87,1,2,1,67,41,25,69,53
1,1,4,4,2,56,13,13,107,13
54,74,3,4,1,54,50,9,105,18
77,7,5,3,2,61,85,66,31,29
38,64,5,2,4,70,80,64,79,51
2,7,5,4,1,86,73,57,2,2
80,27,1,2,3,21,38,35,100,9
103,21,2,4,3,36,64,55,65,6
44,14,4,1,1,77,32,29,101,72
91,60,5,1,1,41,54,42,55,9
27,84,4,3,4,13,89,63,31,29
59,58,4,3,3,18,23,23,82,7
49,91,4,3,4,56,77,61,63,51
34,101,4,4,2,45,58,48,82,7
38,94,4,3,4,88,94,71,38,22
80,49,1,2,2,39,70,34,108,74
22,80,5,4,3,34,105,31,70,54
57,84,6,4,3,30,100,68,50,40
44,107,3,1,4,36,57,47,109,43
70,25,2,1,1,87,75,59,46,20
51,45,3,3,2,59,35,32,76,42
83,18,2,3,4,49,23,23,89,63
98,68,5,2,1,69,1,1,74,57
60,73,2,3,4,61,106,5,66,27
77,83,1,2,2,77,21,7,28,17
29,13,4,2,1,41,29,3,41,35
104,12,4,2,4,12,107,32,55,9
77,7,4,1,3,42,102,61,70,54
40,50,3,4,2,89,18,18,18,18
89,72,1,2,1,68,90,69,76,15
64,50,6,3,4,45,63,36,68,40
37,59,4,4,3,80,51,45,58,47
87,10,3,2,2,60,77,61,12,12
105,102,6,4,2,87,20,20,46,20
44,110,1,4,1,37,67,52,109,43
66,7,4,2,1,83,10,10,3,3
25,12,1,4,2,58,50,9,110,64
62,100,3,3,1,70,18,18,13,13
9,79,1,1,4,10,25,14,63,51
72,30,6,4,3,33,60,49,21,21
90,108,5,4,2,45,37,34,5,5
7,41,2,2,2,40,69,53,51,12
98,111,4,1,3,12,38,35,110,64
41,18,6,1,1,63,6,6,111,43
98,24,6,1,2,73,90,69,75,58
37,40,1,4,4,26,95,10,69,53
38,64,1,1,2,15,83,10,41,35
40,101,4,2,3,71,87,68,60,8
57,93,5,4,2,72,6,6,16,16
3,83,3,4,3,23,68,5,24,23
41,110,2,2,2,48,48,16,33,31
16,64,2,4,1,26,83,10,1,1
