1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,2,3,3,1,1,3,3,3,3,2,1,3,1,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,1,3,3,3,1,3,1,3,3,2,3,3,3,3,1,2,3,3,3,3,2,3,2,3,3,3
2,3,4,4,2,3,4,4,4,4,3,2,2,2,4,2,1,3,4,4,4,4,3,4,4,4,2,4,4,4,1,1,4,4,3,4,4,4,3,4,1,4,4,3,4,2,3,4,3,3,4,4,4,4,3,1,3,4,4,4
3,4,5,5,1,4,5,5,5,5,4,3,1,1,5,2,1,1,5,5,5,1,4,5,5,5,3,5,5,1,1,2,5,2,4,5,5,5,4,4,3,5,5,2,4,2,2,5,1,4,4,5,5,5,1,3,4,5,5,5
2,2,6,2,3,3,6,6,6,6,5,4,2,3,6,3,2,4,6,6,6,1,5,5,6,2,3,6,6,1,1,3,6,1,5,6,6,6,3,3,2,6,6,4,1,1,4,6,4,4,1,6,6,6,1,4,5,6,6,6
3,5,7,5,4,3,7,7,7,7,6,3,1,1,5,4,4,4,7,7,7,4,6,6,7,6,1,7,7,2,3,2,2,4,6,7,7,7,1,2,4,5,7,5,2,4,1,7,3,1,1,7,7,7,4,2,1,7,7,7
4,6,8,4,3,1,8,8,8,8,7,5,3,4,7,5,3,3,8,8,8,3,7,2,8,7,3,6,6,2,3,4,7,4,7,8,8,8,1,3,5,7,8,6,5,1,4,8,3,1,5,8,8,1,5,2,4,8,8,8
3,7,9,6,2,2,9,9,9,9,8,3,3,4,8,1,1,1,1,9,5,4,8,7,9,8,3,8,8,4,2,1,6,4,8,9,9,9,5,1,2,8,9,7,6,3,3,9,4,1,2,9,9,8,5,3,1,9,9,9
3,5,7,3,4,2,10,10,10,10,9,6,1,2,9,6,1,1,9,10,9,1,4,5,9,9,1,9,9,3,2,3,3,1,9,10,10,10,2,2,2,9,10,8,5,4,5,10,5,3,1,10,10,9,2,3,2,10,10,10
3,8,10,4,4,3,11,11,11,11,10,1,3,1,3,2,4,2,10,2,2,1,9,8,10,10,4,10,10,3,3,1,8,4,10,6,11,11,4,4,2,10,11,9,6,2,3,9,4,3,5,11,11,10,1,2,3,11,11,11
1,7,11,6,3,2,12,12,12,12,11,1,1,1,1,1,4,1,11,11,10,3,10,9,11,11,1,5,11,1,1,1,1,4,11,11,12,12,2,1,5,11,12,10,2,3,4,11,6,4,5,12,12,11,3,3,3,12,12,12
3,9,12,2,1,3,13,9,9,13,12,5,3,5,10,1,2,1,2,12,11,2,2,2,12,12,4,5,12,2,4,1,9,4,1,12,13,13,2,4,1,12,13,11,3,1,1,12,5,3,2,13,13,12,1,4,5,13,8,13
2,9,7,5,4,2,14,13,13,7,6,6,4,2,11,4,2,2,12,13,12,4,11,10,13,13,3,5,5,1,4,2,10,2,12,4,14,14,6,3,2,13,14,12,6,4,3,13,4,3,2,13,14,13,5,4,1,14,13,14
3,3,13,5,2,5,15,14,14,14,13,6,4,2,11,1,1,1,1,14,13,2,4,11,14,14,1,11,13,3,4,3,11,4,13,13,15,15,3,4,4,14,15,13,4,4,5,14,6,4,1,14,15,14,2,3,4,15,14,15
1,2,14,6,1,5,16,15,15,15,4,3,4,5,12,4,4,2,13,15,10,4,10,11,15,15,3,4,14,1,2,1,5,4,9,10,16,16,4,4,3,15,16,14,2,1,3,15,5,2,3,15,16,15,6,1,5,16,15,6
2,6,15,5,1,1,17,16,16,3,2,1,2,4,12,5,4,5,14,16,14,2,11,12,16,16,2,3,3,1,3,5,12,3,8,7,17,17,2,4,4,16,17,15,4,3,3,16,4,3,2,16,17,16,2,4,4,17,16,16
2,4,16,4,4,2,18,15,17,16,14,1,3,1,3,4,4,5,15,17,15,4,12,2,17,17,2,12,15,5,4,4,13,2,14,14,2,18,3,2,1,17,18,16,4,2,5,8,3,2,5,17,18,16,6,3,2,18,17,5
4,10,17,6,3,1,19,17,18,17,15,1,3,3,13,5,2,5,16,18,16,4,13,13,18,18,3,12,16,5,2,5,14,1,15,15,18,19,6,3,2,18,19,17,5,3,3,17,3,3,1,18,19,15,3,2,4,19,18,17
3,7,9,4,2,4,20,14,14,3,2,5,4,5,14,1,3,3,17,19,17,3,14,14,19,19,2,13,17,3,3,3,15,2,3,16,19,20,6,3,5,19,20,18,4,3,4,18,3,1,1,19,20,17,6,4,4,20,19,18
2,5,18,5,1,1,6,18,2,18,16,6,4,3,15,4,1,3,18,20,10,1,6,6,20,20,3,14,18,4,2,4,16,1,8,17,12,21,3,2,4,20,21,14,3,2,2,19,2,2,3,20,21,18,6,4,1,16,20,19
2,7,19,1,3,4,21,19,19,19,17,6,3,5,16,5,2,5,16,21,18,1,6,6,21,21,3,11,19,3,1,5,17,4,13,13,10,22,6,1,1,21,11,19,5,1,4,8,4,4,2,13,22,19,1,3,1,21,21,20
1,9,20,5,4,2,22,20,20,20,18,5,3,3,17,6,1,5,6,22,19,4,7,6,22,22,4,15,20,4,3,2,18,1,16,18,20,23,5,1,1,22,1,20,6,1,3,20,3,1,5,21,23,20,4,3,3,22,22,21
4,11,21,3,3,3,23,21,21,21,6,4,1,1,18,4,3,2,19,23,20,4,15,15,23,23,4,1,1,5,2,3,19,3,14,19,21,24,5,2,2,23,22,2,5,3,1,21,6,3,5,22,24,21,2,4,5,23,23,22
3,2,3,1,1,1,7,22,22,22,19,5,2,5,19,1,4,2,11,24,21,1,13,16,24,24,3,11,19,6,3,5,20,1,4,20,18,25,1,4,4,24,23,21,1,1,5,22,4,4,1,23,25,22,2,3,3,24,24,23
2,12,22,6,3,5,24,23,23,23,20,4,2,2,20,6,1,1,9,16,14,3,2,3,25,25,1,16,21,4,2,5,21,1,2,21,22,26,3,4,3,25,24,22,5,3,4,23,4,1,2,15,8,1,2,1,1,3,25,24
3,1,23,1,4,5,25,14,24,24,21,3,3,4,8,1,1,5,20,25,12,2,11,12,26,26,4,17,22,6,1,1,22,4,15,22,23,27,4,4,5,26,25,21,1,3,5,3,1,2,2,22,26,23,3,4,5,25,26,5
3,11,24,2,1,5,26,24,23,25,22,6,2,3,21,1,3,1,21,16,14,4,16,17,27,27,4,7,23,1,3,3,23,1,9,23,23,27,5,2,1,27,26,23,2,4,4,24,6,4,4,24,27,24,3,2,4,26,15,25
1,13,25,6,2,2,27,25,25,26,21,1,4,1,22,1,3,2,20,26,22,1,2,18,28,28,2,8,12,2,3,3,24,2,17,24,20,28,5,2,5,28,27,24,1,3,4,25,5,4,3,25,28,23,6,3,3,27,16,26
4,6,8,1,4,4,28,14,14,10,23,3,3,1,23,4,3,3,22,27,23,1,17,19,26,29,4,7,23,6,2,2,6,3,11,25,24,29,5,2,4,29,20,25,2,1,3,15,4,4,4,26,29,25,6,4,1,28,9,27
2,4,16,3,2,3,29,26,26,27,24,1,1,2,24,2,3,1,23,28,24,1,5,5,22,30,3,11,19,2,2,1,25,4,11,11,25,30,5,2,3,30,5,2,3,1,2,26,4,1,4,20,30,26,3,4,4,29,27,28
2,12,22,4,1,1,30,27,27,28,8,5,3,5,10,3,1,4,24,29,25,1,15,8,29,1,3,15,24,1,3,5,12,1,2,21,26,31,4,4,3,31,28,26,3,1,5,11,5,4,5,27,31,27,6,2,2,30,28,9
2,14,26,5,2,3,31,28,28,29,25,5,2,5,19,6,1,3,25,30,26,1,5,6,30,25,1,18,25,5,1,2,26,2,6,26,20,32,6,4,2,32,29,27,1,1,2,27,1,3,4,28,32,28,6,1,5,31,29,25
3,15,27,6,2,5,32,29,18,30,26,5,3,1,9,4,1,3,18,31,6,4,2,20,17,31,1,4,18,3,4,3,11,4,6,7,19,24,6,2,5,2,30,28,3,3,3,3,1,2,1,29,33,29,4,1,4,32,30,29
2,12,22,4,3,4,33,30,29,25,22,1,4,3,25,3,3,5,26,32,27,3,2,3,20,32,3,7,26,2,4,2,27,3,13,27,10,33,6,3,3,33,31,2,6,2,5,28,1,4,3,18,34,30,6,4,5,33,31,30
1,13,25,3,3,4,34,31,1,31,27,6,4,2,11,6,2,2,13,33,28,2,18,21,31,33,1,13,14,5,4,1,8,2,18,4,27,34,6,4,3,34,32,29,4,1,4,29,3,3,3,19,35,29,6,4,1,34,32,31
1,4,28,4,1,1,35,2,25,11,10,6,2,5,24,1,2,2,27,16,14,3,6,16,32,3,1,5,27,4,4,5,14,2,19,28,28,35,6,3,5,35,22,30,1,1,1,1,2,2,1,30,36,24,2,1,1,35,33,1
2,16,6,3,3,4,36,32,30,1,28,5,2,1,26,4,1,5,28,34,16,1,13,16,33,34,2,19,20,1,2,4,20,2,9,5,24,36,2,1,1,14,33,31,1,2,1,30,1,2,1,31,37,8,6,4,4,24,32,32
2,12,22,5,3,2,25,1,29,32,29,3,4,1,27,5,2,5,16,23,29,3,10,9,8,35,1,12,28,1,1,5,18,3,6,29,29,37,4,2,1,17,34,32,1,3,5,3,3,4,5,14,38,18,2,2,2,13,22,23
4,17,29,2,2,4,15,20,20,33,30,6,3,2,28,3,2,5,5,35,30,4,7,6,9,19,4,10,10,2,3,5,9,1,1,1,30,38,2,1,5,30,35,12,5,3,2,31,1,1,3,32,10,9,2,1,3,36,34,33
3,18,30,3,1,5,37,25,31,34,31,4,4,2,29,6,4,4,29,36,31,4,16,22,34,36,2,11,29,4,1,3,6,2,7,30,31,39,6,1,5,14,36,19,3,2,5,17,6,2,5,33,39,31,1,1,4,37,35,34
1,1,1,6,2,2,38,33,32,14,32,3,3,4,8,6,4,2,18,33,28,4,19,17,15,37,1,4,18,1,1,4,26,1,19,15,3,40,4,2,1,36,37,25,3,1,1,12,1,3,2,34,37,32,1,1,3,38,33,35
4,19,18,2,4,4,39,34,33,32,31,4,1,2,30,1,2,1,2,37,5,1,20,23,35,8,4,8,30,3,1,5,17,4,5,31,32,41,4,2,5,37,25,33,3,3,5,3,6,2,3,35,40,14,1,3,4,3,36,36
4,5,1,6,1,1,40,35,16,22,33,1,3,4,2,6,4,1,20,38,30,3,1,24,36,30,4,20,31,1,4,3,28,3,20,20,33,42,2,2,3,38,35,34,1,1,4,6,2,3,1,14,41,33,2,2,3,39,37,37
3,11,24,2,2,1,38,36,34,35,34,3,3,2,31,1,1,2,30,7,7,4,21,25,37,38,3,3,1,3,3,3,15,3,19,32,34,15,5,3,5,26,38,35,6,2,5,28,1,2,5,31,42,34,2,1,5,24,38,38
4,8,27,5,3,1,41,37,35,36,9,6,4,1,32,4,3,4,13,39,32,4,21,25,38,39,3,10,11,3,3,1,8,4,5,31,10,14,2,4,5,9,20,7,6,3,1,32,4,1,1,36,43,35,4,3,5,40,39,39
1,20,13,1,2,5,17,2,27,14,6,6,2,2,16,5,2,5,16,18,16,4,12,2,39,8,2,18,22,6,3,3,29,2,15,33,18,43,3,2,1,39,39,36,2,4,5,33,4,1,4,37,44,36,5,3,1,22,40,40
3,13,28,5,2,1,37,15,15,37,16,2,2,4,25,5,3,5,31,40,33,3,3,1,40,40,4,17,22,1,3,5,12,4,3,34,35,44,3,3,1,40,40,37,6,3,1,32,4,2,3,38,45,37,1,4,3,41,25,41
2,15,31,2,2,3,42,38,36,38,35,1,3,5,33,6,2,2,13,41,34,2,22,26,8,40,2,21,32,1,3,3,23,3,17,35,36,45,2,2,2,41,7,38,2,2,2,2,2,2,4,39,46,38,6,1,1,42,41,42
2,7,19,1,2,1,21,39,37,39,36,5,2,2,34,6,2,3,32,42,35,4,18,27,41,7,3,3,1,2,1,5,30,2,20,32,37,7,1,3,5,36,41,2,5,3,2,31,4,3,2,22,47,39,2,4,3,43,42,2
2,10,32,6,3,5,43,40,38,16,3,4,2,1,35,4,1,1,33,43,16,1,10,28,18,41,1,20,33,1,4,4,31,3,8,7,38,9,4,4,4,37,42,1,5,2,3,34,3,3,2,25,48,40,6,1,3,44,43,43
4,3,15,2,4,3,44,41,14,40,34,2,2,2,4,5,4,1,34,31,6,3,23,29,42,1,4,12,28,4,3,1,32,1,16,18,6,46,4,3,1,42,43,3,1,1,2,26,1,1,3,40,36,24,2,2,1,45,44,44
4,13,33,1,4,3,6,42,33,41,13,5,3,1,9,4,1,2,35,44,36,3,17,30,43,42,4,6,34,3,4,4,33,2,14,14,10,47,5,2,1,43,44,39,6,3,1,32,5,4,2,41,49,35,1,1,5,46,5,5
2,16,6,6,3,1,25,43,39,42,37,4,3,2,36,4,3,5,36,45,37,2,13,31,44,7,1,1,35,4,3,3,34,2,18,4,39,48,5,3,4,44,45,36,4,2,2,5,3,1,1,42,25,22,1,4,5,38,45,32
3,3,13,1,3,1,45,44,40,26,21,4,2,3,6,3,4,4,18,46,38,4,22,32,11,11,4,2,36,3,3,4,35,1,6,36,40,49,6,1,3,45,46,40,3,4,1,35,1,2,5,43,50,41,1,3,4,5,46,45
1,21,25,1,4,3,46,45,41,24,38,1,1,3,37,1,4,1,11,14,13,4,14,12,45,11,3,12,16,6,1,1,22,1,7,21,41,16,3,1,5,46,19,41,2,3,3,36,6,1,3,13,51,15,1,3,4,47,47,46
2,18,24,3,2,5,2,13,13,4,3,1,4,2,38,1,3,4,6,30,26,4,22,33,46,43,2,1,37,5,1,3,36,3,11,25,14,39,1,1,1,47,41,2,3,1,4,37,1,2,4,44,52,42,1,3,2,48,10,47
4,5,1,4,1,1,15,46,42,24,38,1,1,4,39,4,3,4,13,36,31,1,22,22,47,43,4,22,38,5,2,4,31,2,2,2,42,38,6,2,3,44,47,42,1,1,2,27,3,4,4,45,53,15,6,1,2,45,32,40
4,2,15,5,4,3,9,47,43,43,39,6,3,1,40,6,4,5,37,11,10,1,2,18,48,44,3,10,11,6,4,3,5,1,10,13,43,50,5,4,3,48,48,43,2,4,3,38,1,3,4,37,54,33,4,1,5,43,48,48
3,6,34,6,4,4,47,48,42,44,40,6,3,4,41,1,2,5,38,26,22,4,21,25,49,45,2,7,39,1,1,3,6,2,17,24,44,51,6,2,3,15,43,3,1,3,3,39,6,4,3,46,55,43,4,1,4,32,49,49
3,14,35,2,1,5,48,23,44,10,23,5,2,2,34,6,2,1,39,12,11,1,5,5,50,28,3,10,11,4,4,1,22,1,21,34,45,23,4,1,4,49,49,10,1,3,5,3,6,2,5,36,56,43,4,3,2,47,6,50
4,22,26,4,3,1,36,49,15,45,41,3,4,2,41,4,4,1,40,47,39,1,21,34,49,45,1,9,9,1,1,1,1,4,16,31,46,52,1,4,1,50,32,29,5,4,3,24,5,2,1,47,57,44,3,1,4,1,50,38
3,22,36,6,3,3,49,17,45,46,12,2,2,4,25,2,4,1,37,48,17,1,24,11,42,43,1,17,23,3,2,5,37,2,4,5,21,53,5,4,5,51,21,14,1,1,2,40,6,1,5,48,58,45,2,1,4,49,51,51
3,22,36,2,1,3,50,50,46,7,6,4,1,1,18,3,4,1,41,49,40,4,4,35,51,36,2,21,32,3,3,2,18,1,17,33,35,54,1,1,5,31,50,44,5,2,5,41,2,2,2,48,29,25,1,1,3,50,1,1
1,22,37,1,4,5,51,51,47,46,42,5,1,3,19,1,2,2,27,50,41,1,25,36,52,46,4,22,38,5,2,4,38,4,6,7,47,37,3,2,5,52,51,45,4,1,4,29,4,2,3,49,59,46,3,2,5,31,40,52
1,12,35,6,3,4,38,2,27,16,43,5,4,3,35,1,4,5,14,51,42,3,13,25,7,6,1,9,9,5,1,3,36,1,19,15,48,27,3,4,5,53,52,5,3,1,4,37,2,3,4,13,60,47,2,2,1,35,52,53
2,9,7,5,2,4,5,51,47,17,15,3,2,5,41,5,2,2,42,52,43,1,3,8,9,19,4,2,36,4,2,1,6,2,7,30,49,44,5,3,3,39,2,2,1,4,3,2,1,3,2,50,33,29,3,1,3,9,53,54
3,2,3,1,3,3,32,52,48,47,44,3,2,4,42,4,2,2,12,8,8,3,2,3,26,29,1,17,23,4,4,2,39,4,22,37,26,53,4,3,3,54,53,46,4,3,2,4,2,3,2,42,58,45,5,2,1,29,43,17
1,23,12,1,4,2,52,53,18,48,28,4,1,2,30,6,2,2,13,53,44,4,19,17,53,47,1,11,13,3,4,4,33,2,11,38,50,33,3,2,2,1,29,47,4,2,3,4,2,1,4,51,45,37,1,2,2,51,12,12
4,9,17,5,3,3,53,10,10,49,30,3,1,3,43,5,4,4,3,13,12,2,12,23,35,48,3,12,16,1,2,4,20,2,7,30,51,55,4,2,4,55,54,48,3,4,5,42,6,4,5,50,61,31,6,1,5,16,54,39
4,18,29,6,3,1,54,2,2,33,30,5,4,1,44,3,3,3,17,38,30,3,10,9,34,36,3,8,8,2,2,2,40,3,2,38,52,56,1,2,2,55,55,49,3,3,4,14,1,2,2,37,53,15,5,3,2,25,55,55
3,3,13,2,4,1,21,54,49,50,45,6,2,5,24,6,4,4,29,4,4,3,15,37,54,49,1,14,40,5,4,1,8,4,18,39,16,27,1,4,2,56,28,41,3,4,2,24,1,4,1,52,62,33,4,1,2,45,41,56
2,21,25,6,3,2,30,55,50,51,16,1,4,5,25,4,3,4,13,15,10,1,17,19,55,22,1,5,27,1,4,4,31,1,4,20,14,57,1,2,1,17,56,50,1,4,1,14,3,2,5,37,7,7,1,2,3,11,47,57
3,22,36,6,1,1,55,56,51,52,30,4,4,2,29,4,3,3,22,54,45,1,16,22,46,26,1,4,18,3,1,2,41,2,21,40,17,58,2,3,4,57,46,28,1,1,2,27,1,3,4,18,63,48,1,4,4,49,7,13
3,11,21,3,4,2,53,57,52,49,30,1,4,3,29,1,2,1,2,26,22,2,21,21,56,25,4,18,34,1,1,2,5,3,3,41,46,52,1,1,5,58,17,51,5,1,3,43,1,1,1,53,58,45,2,1,2,52,9,58
3,17,27,4,1,4,37,21,53,53,46,3,2,2,45,2,3,1,23,18,16,4,22,32,57,50,4,22,38,2,4,3,42,2,10,36,32,27,4,1,5,11,48,52,5,1,3,36,5,2,1,54,4,4,5,2,5,53,36,9
4,7,38,5,4,3,56,58,54,54,47,2,2,4,25,2,4,1,37,55,46,4,17,38,58,51,4,9,41,6,3,1,43,3,10,9,53,59,2,4,2,4,32,29,3,1,2,26,5,4,1,34,58,45,3,3,2,54,54,59
2,16,6,5,2,4,57,36,47,41,48,3,3,2,31,1,1,2,30,56,47,4,22,32,59,51,1,16,21,4,1,2,15,2,2,2,12,3,2,1,4,47,57,11,5,3,4,23,2,4,4,15,64,49,3,2,2,55,56,3
4,11,21,4,1,2,58,59,14,23,20,1,3,2,46,2,4,2,10,57,48,1,5,5,1,1,2,7,39,1,4,5,17,2,20,32,47,1,6,3,5,25,58,30,1,2,1,30,6,3,5,55,11,10,6,3,4,56,57,26
1,1,1,5,2,4,57,60,41,55,26,4,2,5,25,4,3,1,14,58,49,2,23,39,14,52,3,23,42,6,3,3,29,3,17,35,54,59,6,1,4,59,59,42,2,3,1,44,6,3,3,56,12,11,2,1,5,57,54,45
1,19,9,6,1,1,59,3,3,56,49,4,3,2,36,6,4,2,43,59,50,2,5,29,60,53,2,16,43,4,1,1,4,2,23,42,55,60,3,4,5,38,22,53,5,2,4,45,3,1,5,55,19,15,1,4,3,41,10,60
2,15,31,4,3,3,44,37,53,57,38,2,1,1,5,4,4,1,37,60,3,3,10,9,61,54,2,13,17,4,3,4,27,4,24,43,56,59,6,4,2,60,60,46,6,4,2,46,1,3,4,57,47,39,3,3,5,3,58,61
2,5,18,6,1,2,60,39,37,54,47,3,3,5,47,1,2,2,27,61,51,4,2,20,62,22,3,16,44,1,3,2,44,2,17,24,57,61,1,4,4,61,61,8,2,2,3,47,2,1,4,58,4,4,2,1,5,41,38,62
1,13,25,1,4,2,30,61,50,36,9,6,2,3,11,3,4,2,44,22,19,4,1,22,63,20,4,24,45,5,3,3,45,1,2,21,47,25,4,4,4,2,51,45,3,4,4,48,3,4,2,59,65,50,5,4,5,58,59,63
2,5,18,2,4,3,61,62,54,38,35,2,2,5,23,3,1,2,45,35,30,1,21,34,64,55,4,1,4,5,1,5,46,3,9,31,58,62,1,4,5,3,62,35,4,2,2,5,1,3,2,60,58,45,6,4,3,22,24,5
2,4,16,6,3,4,47,9,9,58,50,5,1,1,29,2,4,1,37,62,52,4,23,38,62,30,2,24,16,2,2,3,47,4,12,44,19,31,2,2,2,22,29,7,5,3,3,17,4,3,2,16,33,29,4,1,1,4,60,52
