1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3
4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5
6,6,6,6,6,6,6,6,6
2,7,5,7,7,7,7,7,7
7,8,1,8,8,8,8,8,8
8,9,3,9,9,9,9,9,9
9,10,7,10,10,10,10,10,10
10,11,8,11,11,11,11,11,11
11,12,9,12,12,12,12,12,12
12,13,10,13,13,13,13,13,13
13,14,4,14,14,14,14,14,14
14,15,7,15,15,15,15,15,15
15,16,5,11,16,16,16,16,16
16,17,9,16,17,17,17,17,17
17,18,6,17,18,18,18,18,18
18,19,6,18,19,19,19,19,19
19,20,1,19,20,20,20,20,20
20,21,11,20,21,21,21,21,21
21,22,4,21,22,22,22,22,22
22,23,9,22,23,23,23,23,23
23,24,9,23,24,24,24,24,24
24,25,11,24,25,25,25,25,25
25,2,12,25,26,26,26,26,26
26,26,3,26,27,27,27,27,27
27,1,2,12,28,28,28,28,28
28,25,10,27,29,29,29,29,29
29,27,7,2,30,30,30,30,30
30,28,10,28,31,31,31,31,31
31,29,2,29,32,32,32,1,32
32,30,11,30,33,33,33,32,33
33,31,9,31,34,34,34,33,34
34,32,8,32,35,35,35,34,35
35,33,10,23,36,36,36,35,36
36,7,9,33,37,37,37,36,37
37,34,8,34,38,38,1,37,38
38,35,3,35,39,39,38,38,39
39,36,6,36,40,40,39,39,40
40,37,4,37,41,41,40,3,3
41,38,5,38,16,42,41,40,41
42,39,7,39,42,43,42,41,42
43,9,6,26,43,44,43,42,43
7,20,2,24,17,45,44,43,44
44,40,5,9,22,46,45,44,45
45,41,8,40,44,47,46,45,46
46,42,9,41,45,9,47,46,47
47,43,4,42,46,48,48,5,48
48,44,2,16,47,49,49,47,49
49,45,6,43,48,50,50,48,50
50,46,11,37,49,51,51,49,51
51,47,1,44,50,19,52,50,52
52,21,11,45,51,52,53,51,53
53,48,9,46,52,53,10,52,9
54,49,4,47,53,54,5,53,54
55,50,12,48,54,55,54,54,55
56,51,8,49,55,56,55,55,56
57,52,4,25,56,57,56,56,57
58,53,9,50,57,58,57,57,58
59,54,8,20,58,59,58,58,59
60,55,3,51,59,60,59,59,60
61,56,7,52,46,61,60,60,61
62,50,8,53,23,62,61,61,62
63,57,3,54,60,63,62,62,63
64,58,2,18,61,64,63,63,64
65,59,8,50,19,65,60,64,65
66,60,5,55,62,66,64,65,47
67,61,5,8,63,67,65,66,66
68,62,6,56,15,68,66,67,67
69,63,7,28,64,69,67,68,68
70,64,9,33,65,70,8,69,69
71,65,9,57,66,71,68,70,70
72,66,1,55,67,72,69,71,71
73,40,12,58,68,73,70,72,72
74,67,5,9,69,74,71,73,73
75,68,12,59,70,75,72,74,74
56,69,4,44,71,76,73,75,75
14,15,8,47,72,25,74,76,76
76,70,10,60,73,77,75,77,77
77,71,11,11,74,78,76,78,78
78,72,9,61,75,46,77,79,9
79,73,12,62,76,29,78,80,79
80,74,10,63,77,79,79,81,80
81,75,12,64,78,15,80,82,81
82,76,7,3,79,80,81,83,82
83,77,5,12,50,81,82,84,83
84,78,8,29,80,82,83,85,84
75,79,10,65,81,48,34,86,85
85,80,5,66,82,83,84,87,86
86,81,1,67,83,84,72,88,87
87,82,2,49,84,85,85,89,88
88,80,12,27,37,21,86,90,89
89,83,9,20,85,86,87,91,90
90,68,2,52,32,87,88,92,91
91,84,1,53,86,88,89,93,92
92,85,5,51,20,89,90,94,93
93,86,12,68,87,90,91,95,94
94,87,10,69,88,91,92,96,95
95,88,4,63,89,92,93,97,96
96,89,2,31,90,93,89,98,97
97,90,7,70,91,94,94,99,73
98,91,5,71,92,95,95,100,98
99,92,8,50,93,96,96,101,99
100,93,3,72,94,97,97,102,100
101,94,11,16,95,98,98,98,101
102,11,11,70,91,99,99,103,102
103,95,10,35,96,100,100,104,103
104,96,7,23,89,101,101,105,104
105,97,12,39,97,102,102,97,105
106,98,5,73,50,103,77,61,106
107,99,4,35,98,104,82,80,107
108,100,10,48,99,105,103,106,108
109,101,2,74,39,106,104,107,109
110,49,9,75,100,107,27,108,110
111,51,10,74,101,108,105,109,111
112,102,2,41,102,109,106,110,112
113,103,4,62,103,110,107,2,1
114,104,3,49,104,111,92,111,3
115,105,8,53,61,112,42,49,113
116,106,4,76,105,113,108,112,114
117,107,11,77,106,114,109,113,115
118,108,2,28,107,115,50,114,116
119,109,11,78,93,116,110,115,117
120,51,1,79,108,117,111,20,118
121,109,1,80,109,118,112,21,119
122,110,6,81,110,113,113,116,120
123,59,10,82,111,119,114,117,121
124,111,12,16,112,120,115,118,122
67,112,8,16,76,121,116,119,123
125,113,12,56,113,122,117,120,124
126,114,9,64,114,123,118,121,58
127,115,12,9,115,124,119,122,125
128,116,8,20,116,125,120,123,126
129,117,1,83,117,126,73,124,127
130,118,12,60,118,127,121,125,128
131,97,11,6,119,128,122,126,23
132,119,4,84,120,129,123,127,129
133,89,9,5,121,130,124,4,4
134,120,1,10,122,131,8,128,130
56,121,2,85,60,132,125,129,131
135,98,1,86,123,133,126,130,132
109,29,2,32,124,28,127,131,133
134,122,7,87,125,134,128,132,134
136,123,11,77,106,64,129,133,135
137,124,5,43,126,135,130,134,136
138,125,11,22,127,136,58,135,128
135,98,4,88,128,137,131,136,137
139,126,11,55,66,138,83,137,138
140,127,4,19,129,37,132,138,139
141,128,5,39,130,139,133,139,140
142,129,7,89,131,140,134,51,141
143,130,8,50,32,141,135,140,142
144,131,4,90,132,142,73,141,143
145,57,11,30,133,143,136,142,144
146,132,7,91,134,144,137,143,50
147,91,11,5,135,145,102,131,145
148,133,7,62,136,146,128,144,146
149,105,8,79,137,147,138,145,147
150,134,6,45,138,148,139,146,148
6,135,9,2,134,149,140,147,149
87,136,2,92,139,96,44,148,150
151,137,2,93,40,150,141,149,151
152,138,7,48,140,151,142,150,48
107,99,8,29,141,152,143,151,152
153,50,8,19,142,153,144,152,153
154,139,2,8,89,154,53,153,154
155,140,4,38,143,155,145,154,17
156,141,10,94,144,156,146,29,155
157,99,2,40,145,157,147,155,156
158,4,1,92,146,114,148,156,157
159,142,10,95,147,158,115,95,158
160,143,9,96,148,159,149,157,142
161,144,10,36,149,160,150,158,159
162,145,6,86,150,128,151,159,160
163,146,6,95,151,161,152,160,161
164,147,5,61,152,46,153,161,162
165,148,11,97,153,162,154,162,163
166,149,2,83,154,163,155,163,59
167,150,4,90,132,164,41,164,164
168,151,9,98,155,165,156,88,45
169,29,12,59,156,166,157,165,165
170,152,11,8,27,167,158,166,3
171,153,3,99,66,168,159,167,166
172,126,9,30,157,169,160,168,167
173,154,8,85,4,158,161,169,148
174,155,4,70,111,170,97,168,168
118,156,7,22,158,171,1,121,9
175,72,4,50,33,62,116,170,169
176,157,5,90,74,172,162,171,170
2,158,4,22,159,88,163,172,171
177,37,10,18,101,173,164,173,172
178,159,5,100,160,174,165,98,173
179,160,1,42,161,175,166,174,174
180,84,12,83,162,176,167,175,175
181,161,4,58,153,177,168,176,176
182,162,5,86,163,178,169,177,171
183,163,4,93,103,179,170,178,177
184,164,5,51,28,180,171,179,178
185,165,9,101,164,181,172,180,179
186,166,7,25,165,182,173,50,180
187,167,6,102,166,62,174,181,168
188,168,11,17,137,183,175,182,181
189,169,11,92,167,184,176,183,182
190,170,3,93,168,185,177,184,150
191,171,11,9,169,181,163,185,183
192,172,12,37,170,186,178,186,184
115,173,11,89,91,187,179,98,185
193,174,8,47,171,21,180,177,186
194,118,10,85,172,188,181,187,143
47,175,5,103,17,189,182,188,187
195,67,11,55,69,190,183,189,188
196,176,7,102,173,191,184,190,189
197,177,2,33,174,100,185,191,190
198,9,10,11,74,192,186,72,72
199,178,7,104,175,193,54,34,35
200,179,8,78,176,194,187,192,191
201,180,8,102,166,195,188,193,192
202,181,5,59,177,196,59,194,193
155,167,1,100,178,197,189,195,194
203,182,2,25,179,198,190,196,195
18,122,7,51,180,199,191,197,196
204,183,5,26,169,200,192,198,188
205,117,12,34,181,121,193,199,197
206,184,11,96,182,201,194,200,198
207,185,7,80,183,117,172,201,20
208,186,10,22,184,121,42,202,199
1,187,9,35,185,133,195,203,200
209,188,2,81,186,202,196,150,48
179,101,9,2,187,203,197,204,201
210,189,9,25,188,204,2,205,202
211,90,5,105,189,205,198,206,203
212,190,12,47,80,206,85,207,204
213,191,6,50,190,207,199,208,205
132,162,7,98,191,157,200,209,43
214,192,5,26,65,208,201,210,206
215,193,5,106,192,209,35,84,83
216,194,11,69,47,201,202,186,207
217,195,6,48,193,210,203,211,208
218,196,10,66,194,98,80,212,209
219,197,4,47,40,211,204,213,210
220,198,12,72,195,212,205,214,211
221,29,11,73,108,213,206,119,123
222,18,8,34,181,150,60,215,212
223,199,11,77,106,214,160,216,213
68,102,4,62,196,215,207,217,214
23,24,7,62,197,94,208,218,152
224,200,4,88,89,216,209,219,93
7,201,3,99,198,62,152,220,215
225,202,7,67,199,217,210,221,216
226,203,3,3,200,218,211,222,217
227,204,12,107,201,219,212,223,218
228,205,9,88,202,220,213,218,219
229,206,7,64,203,221,214,224,220
165,207,4,103,60,222,215,198,221
230,7,5,38,16,223,216,225,222
231,208,7,85,204,224,87,226,223
232,195,7,24,205,33,217,227,168
233,104,2,45,206,225,218,228,224
234,112,1,30,207,101,219,81,225
235,203,4,4,208,210,220,229,67
20,209,6,42,209,226,221,230,226
236,210,10,54,210,74,222,231,168
237,211,5,98,211,227,223,232,227
9,95,12,15,102,26,224,233,228
177,94,1,108,212,228,199,234,54
238,67,4,90,213,229,225,235,154
239,212,4,31,214,230,226,236,229
172,24,6,107,215,231,227,237,230
240,213,8,46,216,232,228,238,104
29,214,3,109,217,233,229,34,35
2,132,9,65,218,234,230,119,231
241,215,1,42,219,235,231,239,232
242,216,4,103,220,236,232,240,233
243,217,5,110,177,237,233,241,234
244,218,9,90,221,238,234,242,235
37,15,8,77,27,239,235,243,236
245,219,8,95,222,240,236,244,237
246,160,2,94,223,241,237,245,238
247,220,6,95,224,242,5,246,239
248,221,2,33,225,243,238,247,240
249,222,11,70,226,244,239,248,231
129,223,4,63,227,245,240,249,241
44,203,10,56,228,246,241,250,242
250,181,3,95,229,247,242,229,243
251,224,2,51,230,248,112,130,244
252,81,1,31,31,249,243,251,245
253,225,11,106,83,250,244,252,246
254,73,3,24,231,251,245,86,141
255,186,2,109,232,164,246,253,247
256,226,3,22,166,252,247,36,116
81,75,3,40,42,253,248,254,248
257,227,9,37,116,254,249,107,249
132,228,2,67,233,255,140,255,250
258,52,5,105,234,256,250,256,100
251,158,1,66,235,257,164,257,248
259,63,12,102,236,258,196,258,251
260,229,9,49,237,259,251,259,75
55,164,2,111,238,111,252,260,252
261,80,11,74,239,260,130,155,253
114,230,1,34,240,261,253,261,129
262,231,10,88,241,35,254,120,105
263,176,3,6,242,262,255,98,254
264,34,10,30,243,263,256,84,83
265,23,9,1,244,9,223,111,255
266,232,11,68,245,264,257,262,256
209,233,12,36,246,265,207,263,20
259,63,4,76,247,266,120,26,257
267,234,7,66,248,267,258,124,258
268,179,10,27,249,166,259,35,36
269,235,9,112,12,81,5,264,259
270,236,10,79,250,209,260,265,260
75,175,2,19,46,268,256,266,252
271,237,3,103,251,269,113,267,261
272,238,1,94,252,270,261,268,262
273,239,7,66,253,271,262,269,263
274,240,10,90,79,197,164,74,264
275,241,6,76,254,272,263,227,265
276,242,2,33,255,64,264,270,266
277,243,11,31,205,273,265,271,267
278,244,2,41,256,144,266,272,268
127,233,3,19,257,274,267,273,269
279,245,9,14,258,275,268,274,270
190,246,4,3,229,276,269,275,271
172,247,5,17,138,277,270,256,100
280,248,9,77,107,278,271,276,272
281,118,1,57,259,279,272,277,252
282,249,4,90,204,280,273,278,273
283,232,9,47,260,281,274,279,274
284,250,8,62,261,282,80,280,275
152,138,3,81,262,283,275,281,271
285,205,9,47,263,284,99,282,276
194,118,3,96,119,285,276,283,277
286,72,2,56,264,286,277,284,278
287,204,5,56,265,287,278,285,279
288,251,2,6,266,53,279,286,280
289,64,12,11,267,230,15,3,281
290,252,3,20,268,288,280,287,282
75,34,8,44,86,289,23,288,283
291,104,8,35,269,110,281,289,284
58,253,7,41,36,290,88,290,285
279,219,6,22,270,291,199,291,27
292,254,2,97,271,28,282,292,286
293,255,3,59,272,292,283,293,188
294,256,2,43,273,293,272,294,287
259,257,8,33,274,294,284,266,168
295,258,1,65,275,46,285,295,19
296,28,3,93,276,295,244,296,288
297,137,10,35,96,296,92,62,289
298,185,10,45,243,297,286,297,290
168,179,9,58,277,298,287,298,287
201,154,7,2,30,299,98,299,291
299,164,3,96,229,300,288,246,292
300,259,5,88,156,301,289,300,168
294,260,2,73,278,302,122,20,293
301,261,11,113,279,303,290,286,294
302,146,3,109,135,158,291,137,295
274,199,1,77,280,304,292,15,296
