1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,1,2,1,2,1,2,2,2
3,3,2,3,3,3,2,1,2,3,2,3,3,3
4,4,1,4,1,4,3,3,2,4,3,3,2,4
5,1,3,3,4,5,4,4,1,5,1,2,1,5
6,5,3,4,2,6,1,3,3,6,2,3,1,6
7,6,4,2,1,7,1,4,2,7,1,2,1,7
8,7,2,3,3,8,1,3,3,6,2,1,3,8
9,1,2,2,1,5,4,4,2,7,1,3,1,4
10,8,2,3,1,9,2,3,1,2,2,3,4,9
11,9,2,3,2,8,3,2,1,8,3,1,2,10
6,5,1,1,2,10,1,1,1,1,1,4,2,11
12,4,2,2,1,11,1,4,2,7,2,2,1,12
13,10,1,1,4,12,2,1,2,3,4,4,3,13
14,8,3,1,4,13,1,2,3,9,1,1,1,14
15,10,3,1,2,14,1,1,2,7,4,1,4,15
16,11,1,1,3,15,4,2,2,4,3,4,2,13
17,12,4,3,2,16,2,3,2,10,2,4,3,7
16,11,2,2,4,17,3,3,3,11,2,4,3,16
18,13,3,4,4,18,3,2,1,8,1,2,1,7
19,2,1,2,1,19,4,1,1,12,3,3,3,11
20,14,4,3,3,4,2,4,4,13,1,1,4,11
21,9,4,3,1,20,1,2,4,14,4,4,4,7
22,15,2,4,4,21,1,3,1,15,3,4,2,17
23,16,2,1,4,22,4,3,2,16,3,3,3,18
17,12,4,2,3,23,4,4,4,13,3,1,3,19
24,17,3,3,2,24,2,3,2,10,2,1,4,20
25,18,4,3,2,25,2,2,3,17,1,2,1,21
26,19,1,3,4,26,2,4,2,18,3,3,4,22
9,1,2,2,3,18,1,1,1,1,1,4,3,22
27,20,1,3,1,27,2,2,2,17,2,1,1,22
28,21,4,2,4,28,3,1,2,19,3,2,3,23
12,4,3,2,1,21,3,1,3,4,2,3,1,24
12,4,1,3,4,29,4,3,1,20,4,2,2,25
29,22,3,2,3,8,3,4,1,21,4,3,3,26
11,9,2,1,3,27,3,1,2,19,2,2,3,27
16,11,1,2,2,22,2,2,3,22,4,2,3,24
30,23,3,1,2,14,3,2,2,23,1,2,2,2
31,13,4,3,1,30,4,1,2,24,1,2,3,28
22,15,1,1,1,19,1,2,3,22,3,2,1,11
32,23,1,1,1,12,4,4,4,13,1,3,3,29
33,5,1,1,2,14,1,1,2,7,2,1,1,30
34,24,3,1,2,14,4,1,1,12,2,3,2,31
21,9,4,2,4,28,2,2,4,25,2,2,4,13
5,1,2,1,2,31,3,1,2,19,4,2,3,32
35,25,4,4,3,18,1,3,3,6,2,3,4,9
36,6,1,3,4,26,2,1,3,20,1,1,3,33
37,26,4,2,3,14,2,1,3,20,3,3,2,4
8,7,3,2,4,18,3,4,2,26,2,3,1,31
8,27,1,4,4,32,2,4,3,12,1,3,1,34
38,28,2,4,3,30,1,3,1,15,3,3,3,35
39,29,2,3,2,8,1,2,2,27,2,2,1,5
4,4,3,1,4,33,4,1,4,28,2,3,2,3
40,11,4,1,2,28,4,4,2,7,3,3,1,36
41,30,4,4,4,10,1,2,4,14,4,1,1,12
30,23,4,1,2,28,3,4,2,26,3,3,2,3
42,31,2,4,3,1,1,1,3,23,1,4,1,37
18,13,2,2,1,18,2,1,2,3,1,3,4,25
35,25,1,2,2,5,1,2,3,9,4,3,1,38
12,4,2,4,1,34,2,4,4,13,3,3,3,31
43,32,1,3,2,6,3,3,2,29,1,2,4,39
9,1,1,2,3,8,4,2,4,15,4,2,1,40
23,16,3,3,1,35,4,1,4,28,3,4,1,26
44,10,3,2,4,27,1,4,2,7,2,1,1,41
7,6,1,4,3,7,2,1,2,3,1,3,4,42
45,11,3,3,3,34,4,3,1,20,3,3,2,4
4,4,1,1,4,31,2,1,2,3,2,2,2,16
46,33,4,2,1,7,3,4,1,21,1,4,4,43
47,10,1,2,2,5,2,3,4,13,1,3,2,42
48,34,3,3,4,5,1,4,2,7,1,3,3,29
49,31,1,3,4,26,4,4,3,10,2,3,4,9
50,35,4,3,3,4,3,1,2,19,2,3,4,27
