1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3,2,3
4,4,4,4,1,4,4,4,4,3,4
5,5,5,5,3,5,5,3,1,3,5
6,6,6,6,2,6,6,4,1,4,6
7,7,7,7,1,2,7,4,4,5,7
8,8,8,8,4,2,8,5,1,6,8
9,9,9,9,3,3,3,3,4,1,9
10,10,10,10,3,1,9,4,1,4,10
11,11,11,11,2,7,10,6,4,1,11
12,12,12,12,4,4,11,4,3,6,12
5,5,13,13,1,8,12,5,4,1,13
13,5,14,14,2,1,13,5,3,5,14
14,13,15,15,1,9,14,4,2,4,15
9,14,16,16,2,10,3,5,4,6,16
15,15,17,17,1,5,15,4,1,3,11
16,16,18,18,5,11,12,5,1,4,8
17,17,19,19,2,12,16,5,1,4,17
18,18,20,20,4,13,17,3,2,5,18
19,19,21,21,4,14,15,2,2,6,19
20,20,22,22,5,10,18,1,3,2,20
21,21,23,23,2,15,19,1,4,6,21
13,5,24,24,4,2,20,3,3,2,19
22,8,25,25,2,4,21,1,3,4,22
23,22,26,26,1,16,22,6,2,4,21
16,23,27,19,3,15,23,5,1,3,23
24,24,28,27,1,17,24,3,4,2,13
25,25,29,28,1,2,7,6,2,6,24
26,26,30,29,1,18,10,6,1,1,23
27,27,31,30,2,13,25,1,1,4,25
28,28,32,31,3,19,16,1,4,4,26
27,29,14,8,3,11,26,3,3,5,27
29,30,14,32,5,16,27,6,1,6,24
30,31,28,33,2,19,28,6,4,6,28
31,32,33,33,5,20,29,4,1,3,23
32,10,34,17,2,8,30,2,2,5,29
33,33,8,34,2,7,10,6,4,1,28
34,3,35,16,4,4,11,3,3,4,30
26,26,5,6,3,5,17,6,1,1,31
29,30,24,24,5,7,31,6,3,6,12
35,34,16,35,1,6,2,5,3,3,32
20,35,36,27,1,3,32,5,3,1,32
8,36,37,36,1,11,17,2,3,2,20
36,37,38,37,2,14,33,5,1,2,33
37,38,8,34,5,2,34,2,4,6,9
38,39,32,31,2,18,16,4,2,2,12
36,37,39,27,1,19,35,6,2,6,22
