1,1,1,1,1,1,1,1
2,2,2,2,2,1,2,2
3,3,3,3,3,2,3,3
4,4,4,4,4,3,4,4
5,5,5,1,5,4,5,5
6,6,6,5,6,5,6,6
7,7,7,6,7,2,7,7
8,8,8,7,8,6,8,8
9,9,9,8,9,7,9,9
10,10,10,9,10,8,10,10
11,11,11,10,11,9,11,11
4,2,11,11,12,10,12,11
12,12,12,12,13,11,13,12
13,5,13,4,14,12,14,13
14,10,14,13,15,13,15,14
15,13,15,14,8,14,16,12
16,6,16,15,16,15,17,15
17,14,17,16,17,4,18,16
18,15,18,17,18,16,19,17
19,16,19,18,19,17,20,18
20,17,20,19,20,18,21,16
21,18,21,20,21,19,10,10
2,19,22,21,22,20,22,19
11,11,23,22,23,21,23,20
22,20,24,19,24,22,24,13
23,1,25,23,25,23,24,7
24,8,26,20,26,18,25,14
25,21,27,24,25,14,26,21
24,21,28,25,27,24,1,1
26,22,29,26,28,25,27,22
27,23,30,27,29,26,28,23
28,24,16,28,9,27,29,24
29,25,19,29,22,28,30,11
30,17,31,30,30,29,31,25
25,26,32,31,31,30,32,17
31,27,33,32,32,31,33,26
32,28,32,13,33,32,34,27
33,23,34,29,2,1,11,11
34,29,5,33,34,33,35,28
35,30,35,17,35,2,36,29
36,31,36,10,36,34,37,30
37,32,37,34,37,35,38,31
38,22,8,35,38,36,39,11
26,33,38,36,39,37,40,32
24,22,39,36,40,15,41,9
39,29,14,13,15,38,42,33
40,34,40,8,41,39,19,31
41,4,41,20,42,40,39,11
42,35,39,7,43,41,43,34
16,29,42,37,2,28,44,35
43,36,43,38,44,42,7,7
44,28,44,39,45,43,45,36
45,37,40,8,46,38,43,34
46,34,42,1,47,44,46,14
47,38,17,6,48,40,47,36
48,11,37,26,49,45,28,12
49,38,45,40,50,46,48,37
20,39,46,41,49,45,37,30
50,6,47,4,24,22,49,4
51,33,48,20,19,47,36,29
52,40,13,42,51,48,50,38
53,41,21,36,52,49,51,39
7,7,39,7,53,50,11,40
54,3,49,26,54,51,19,41
20,42,50,18,29,32,52,42
5,34,51,39,50,52,53,43
15,30,52,43,55,53,36,29
34,43,53,44,56,54,54,44
55,16,51,44,57,21,55,45
54,44,54,45,58,39,56,46
56,45,55,39,9,43,57,47
50,46,36,23,59,55,35,28
57,38,56,24,60,56,38,31
58,10,19,11,61,57,58,48
59,47,40,8,62,57,45,49
46,39,2,11,4,3,59,50
60,48,57,34,17,4,60,8
5,49,58,26,63,4,61,28
61,18,9,31,35,2,62,39
32,28,59,8,64,58,20,18
46,4,60,46,65,59,63,51
62,37,61,47,66,60,31,15
23,30,62,36,18,16,21,33
63,12,63,48,42,40,11,11
12,25,64,48,29,32,64,52
14,17,56,1,67,40,65,25
64,50,6,20,4,61,33,52
36,5,65,17,68,62,32,50
65,22,66,24,48,42,31,15
66,35,21,36,69,63,56,53
64,51,31,30,65,64,66,8
67,29,67,2,70,8,67,54
64,3,68,49,21,19,68,25
68,52,58,50,71,65,69,55
28,30,55,51,18,60,18,16
69,53,69,52,53,66,70,56
57,38,44,53,9,45,47,36
70,51,70,52,72,67,5,57
71,54,52,54,73,68,58,48
62,55,71,55,13,11,71,24
60,19,72,15,6,69,72,58
72,51,73,56,74,70,73,59
52,40,74,57,75,67,19,41
73,20,75,28,25,71,61,28
74,27,39,7,76,42,74,47
4,39,58,1,77,72,75,60
22,55,47,4,8,73,15,61
75,15,76,12,23,43,49,62
73,29,17,11,47,74,69,48
33,47,77,58,78,46,66,8
76,38,78,42,77,75,76,63
77,45,37,19,3,2,77,64
78,56,79,20,56,7,78,24
20,7,39,7,50,22,79,40
21,18,19,29,53,74,80,65
79,39,40,8,61,76,11,33
80,57,80,25,3,45,81,18
81,10,81,53,79,77,82,48
44,58,41,39,80,78,74,47
62,55,82,30,67,40,75,19
82,14,70,52,81,79,83,33
75,35,64,7,43,41,84,44
73,59,21,36,44,80,82,66
83,58,83,59,18,81,85,67
60,60,84,23,9,82,51,39
84,1,62,36,32,65,1,1
85,19,83,60,82,68,86,68
15,61,85,58,83,72,87,69
83,62,83,61,43,41,61,28
86,38,44,39,8,73,88,8
45,16,76,5,5,4,89,37
87,63,59,20,9,7,90,70
88,45,86,42,74,70,24,13
89,64,79,20,13,8,80,65
50,40,87,8,84,15,91,27
47,30,42,23,51,48,92,71
13,47,49,62,56,7,18,16
45,37,88,63,85,83,93,72
47,30,89,64,47,84,34,27
90,65,6,36,17,85,94,73
23,20,90,55,86,47,62,39
12,5,91,65,32,86,55,45
75,15,58,63,87,87,2,36
91,40,92,44,88,88,35,19
49,66,48,20,4,3,69,9
43,36,24,19,86,89,58,48
20,27,46,36,89,52,95,12
92,44,82,66,46,43,36,74
93,67,93,23,65,2,44,35
35,30,94,67,80,8,3,3
9,13,95,43,90,90,96,75
26,33,96,68,91,39,9,64
92,68,72,15,92,71,61,28
94,69,8,43,74,91,82,4
38,70,97,22,93,8,72,76
60,5,98,3,52,68,97,77
95,22,80,51,94,39,54,44
45,57,18,41,57,79,98,44
96,43,42,1,33,92,36,29
22,39,51,44,95,61,99,59
60,17,38,5,12,58,100,20
81,10,6,34,96,87,91,59
97,27,27,11,51,93,65,12
61,50,62,23,97,56,30,11
98,5,58,1,98,61,44,35
84,71,78,42,99,94,59,78
42,4,39,45,64,58,93,23
99,39,26,41,11,95,77,64
16,4,99,35,42,40,47,36
87,20,100,15,10,81,78,24
15,72,53,44,100,58,63,79
100,63,95,1,101,96,60,8
21,18,101,24,102,54,93,72
59,20,63,69,74,70,101,80
2,63,102,70,103,97,17,47
101,31,39,7,104,98,102,42
37,28,50,18,71,99,54,44
83,31,48,20,9,27,103,35
16,8,26,19,18,64,104,81
102,73,103,52,84,31,87,82
51,68,20,48,105,86,105,83
16,8,38,44,85,83,6,6
31,30,104,71,65,100,106,50
103,60,9,72,35,101,21,84
83,58,49,62,53,14,75,19
39,38,20,34,11,102,67,43
104,30,105,55,21,19,75,19
95,17,91,73,59,103,107,77
39,72,106,74,18,16,78,24
3,48,89,5,91,104,2,36
3,15,44,39,93,48,36,29
105,1,107,75,81,105,108,51
100,63,16,8,98,32,25,14
106,43,108,76,14,12,64,31
25,67,39,7,58,56,22,85
81,10,109,16,15,52,46,14
85,19,110,38,10,81,88,8
51,31,23,77,23,21,85,86
39,72,88,59,43,41,62,87
94,2,52,54,45,2,91,27
93,16,103,68,103,97,106,50
26,4,70,52,106,51,60,8
58,10,22,21,87,106,33,26
41,70,87,55,107,91,24,13
17,8,55,32,108,107,1,1
2,55,98,3,94,39,105,83
68,15,111,16,79,77,77,64
107,37,58,1,109,71,51,39
108,13,48,20,3,2,38,31
15,71,112,38,88,108,49,4
109,29,113,37,64,58,55,45
71,3,91,78,34,84,64,31
96,74,34,61,30,29,109,88
110,75,57,79,32,109,10,10
111,33,54,37,95,32,46,14
111,54,43,38,39,37,101,40
102,73,41,14,55,38,3,3
111,55,69,76,12,58,1,1
112,65,86,9,110,110,30,11
65,76,9,34,44,56,110,45
56,45,78,65,40,70,5,89
13,32,58,52,18,16,91,17
10,40,74,57,53,26,52,90
41,6,26,19,19,47,52,42
113,77,74,57,50,22,78,24
89,76,31,69,111,28,100,91
2,19,69,76,31,10,65,25
20,39,57,79,112,65,30,11
24,22,70,52,34,84,104,29
99,57,114,45,18,22,60,8
103,9,115,80,94,39,13,12
114,48,70,21,22,6,104,29
115,53,116,35,28,27,111,47
41,12,69,53,35,60,47,36
23,33,77,58,113,98,39,92
116,9,69,76,4,3,44,35
117,12,55,51,114,65,84,44
38,63,104,32,69,3,50,47
61,14,20,48,81,21,27,22
28,5,93,26,114,65,82,92
115,53,70,12,70,96,89,93
81,75,26,19,85,83,39,11
112,65,73,48,88,83,89,22
94,2,39,81,65,72,67,44
71,30,5,53,57,44,63,51
100,30,117,47,18,95,112,77
67,74,95,34,9,111,34,62
12,5,105,11,115,70,113,14
2,19,52,3,116,60,96,75
50,49,29,78,77,3,50,47
89,21,109,45,25,22,14,6
70,43,73,56,16,15,114,74
117,42,118,63,93,8,115,12
61,32,102,37,1,72,109,94
35,39,59,20,16,15,114,95
21,18,116,34,85,83,98,44
25,26,65,17,62,100,101,80
35,30,27,11,117,11,52,42
96,54,29,78,21,112,50,12
108,78,56,34,16,15,60,8
101,47,77,64,41,33,15,14
89,7,67,2,98,113,103,35
64,29,45,52,62,108,116,69
46,41,22,53,12,7,56,2
61,32,119,4,118,7,80,96
4,44,37,26,90,110,86,68
118,64,22,51,15,38,117,97
88,45,8,54,79,77,69,67
33,47,120,80,119,15,52,42
117,12,30,19,120,98,75,19
15,21,45,40,13,11,52,72
36,19,71,78,108,107,104,29
50,7,22,21,42,114,91,27
27,60,121,74,48,30,79,40
30,17,73,49,108,107,28,23
86,67,107,35,70,96,44,77
62,27,91,82,101,96,31,15
18,8,21,36,72,115,118,9
79,29,115,83,58,23,104,29
38,15,3,44,99,116,100,16
43,36,50,50,65,64,119,36
73,22,58,28,110,83,45,49
112,17,50,4,3,2,120,98
50,40,102,70,28,27,57,47
119,74,122,78,78,52,54,44
59,20,108,36,11,95,3,38
5,20,113,77,38,25,37,30
23,71,57,52,121,108,68,25
43,36,39,7,3,2,89,22
57,40,64,26,9,117,115,12
66,35,101,32,86,73,112,12
101,67,70,84,115,61,93,99
120,39,13,22,64,58,11,11
121,49,123,50,96,88,63,56
117,12,71,1,122,57,59,100
122,35,111,63,21,74,121,60
12,56,20,48,29,118,50,47
117,50,69,76,30,29,104,29
105,3,3,58,65,64,99,59
123,10,81,64,90,119,121,60
96,46,119,14,114,65,56,79
103,9,47,4,13,11,22,101
94,2,89,74,52,94,122,102
115,74,5,33,10,72,3,3
2,54,82,66,17,4,45,49
65,39,50,18,53,80,23,20
28,9,63,33,60,7,72,103
124,42,16,43,5,4,41,9
53,20,6,42,101,120,61,28
81,70,50,18,104,109,123,3
37,28,45,24,28,27,62,104
33,18,49,33,123,94,86,68
125,45,124,85,70,23,94,23
126,64,20,85,52,94,35,20
76,33,38,43,73,68,15,14
116,64,3,39,6,69,18,16
7,7,22,34,124,37,101,19
42,2,23,30,36,105,22,101
10,53,3,82,89,49,2,36
46,39,6,70,93,8,65,25
67,29,66,28,88,9,18,24
