1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,1,2,2
3,3,3,3,3,3,3,3,3,3,2,3,3
4,4,4,4,4,4,4,4,4,4,3,4,4
5,5,5,5,5,2,5,5,5,4,4,1,5
6,6,6,5,6,5,6,6,6,5,1,5,6
7,7,7,6,7,5,7,7,7,6,5,5,7
8,8,7,7,8,2,2,7,8,7,6,1,8
9,9,5,8,9,6,7,5,9,3,1,6,9
10,10,3,9,10,7,8,4,10,6,6,7,10
11,11,1,10,11,4,8,7,11,7,7,8,11
12,12,8,11,12,5,6,7,12,8,6,7,12
13,13,2,12,13,3,9,8,13,6,4,9,13
14,14,1,13,14,4,10,1,14,2,4,10,14
15,15,9,14,15,6,3,8,15,6,5,3,15
16,16,6,15,16,7,3,6,16,5,1,7,16
17,17,3,16,17,8,1,4,17,3,8,10,17
18,1,6,17,18,9,9,8,18,2,2,10,18
19,18,10,18,19,5,3,8,19,9,2,3,19
20,19,9,19,20,5,4,9,20,9,1,9,20
21,20,2,20,21,8,8,3,10,1,9,2,21
22,21,1,21,22,10,1,10,21,3,10,7,22
23,22,3,22,23,10,6,4,22,9,10,11,19
24,23,3,23,24,4,8,8,23,10,7,1,23
25,24,6,24,25,8,5,1,24,8,4,7,24
26,25,11,6,26,1,4,8,25,9,1,7,25
27,26,3,25,27,5,1,6,26,3,1,7,26
10,27,10,25,28,11,6,10,27,4,10,3,27
28,28,10,18,19,7,6,7,28,6,7,2,28
29,29,1,26,29,3,9,10,29,8,1,9,29
30,30,8,2,30,2,7,10,30,3,5,10,30
31,23,7,27,31,8,8,3,10,2,2,7,31
32,31,5,28,32,11,2,11,31,9,5,10,32
33,32,2,17,33,3,2,10,32,7,5,4,33
34,33,8,29,34,8,10,2,33,11,10,2,34
35,34,1,19,35,7,8,2,34,7,2,9,35
36,35,5,30,36,2,1,1,35,1,5,8,36
37,36,7,31,18,10,1,1,36,12,3,4,16
38,37,10,32,29,3,6,1,37,3,9,9,37
39,38,6,33,37,4,5,4,38,3,5,6,38
40,39,1,18,38,1,8,3,39,12,1,11,39
41,40,10,34,39,8,9,10,40,5,5,10,40
42,41,2,10,40,10,3,6,41,11,3,1,41
43,42,1,35,41,10,2,4,42,2,4,8,42
44,43,3,36,34,2,3,3,43,12,6,1,43
45,44,10,37,42,6,6,4,44,5,4,2,44
46,45,9,13,43,3,3,6,45,8,4,4,45
47,46,8,38,44,12,7,10,46,6,6,1,46
48,47,4,39,45,6,10,10,47,4,7,10,47
49,48,9,40,46,9,10,4,48,11,1,9,48
50,49,3,41,47,8,3,3,49,4,10,7,49
51,50,5,42,48,10,8,7,50,4,2,1,50
52,51,8,43,49,10,9,5,51,1,8,11,51
53,26,6,2,50,6,5,6,52,2,1,5,52
54,52,6,44,51,7,10,3,53,9,5,7,23
55,53,8,29,52,12,7,3,54,5,7,6,53
56,54,3,45,53,2,1,9,55,11,2,9,54
36,35,6,5,6,11,8,6,56,6,7,2,55
57,55,3,20,44,10,6,5,57,10,8,10,23
58,56,1,12,54,4,10,8,58,6,5,7,56
59,57,1,46,55,5,9,5,59,2,10,11,57
60,33,7,47,56,7,10,6,60,6,9,2,58
61,58,10,24,57,12,6,5,49,7,7,10,59
62,59,7,48,58,2,3,8,61,8,3,5,60
63,60,11,49,59,8,4,11,62,8,9,6,61
64,61,3,50,60,5,7,2,63,7,3,5,62
65,62,6,44,61,6,5,2,64,10,1,4,63
66,63,4,51,62,5,5,8,65,8,7,7,64
67,64,5,52,63,3,2,1,66,7,3,4,65
68,65,5,8,9,9,7,9,67,12,9,7,66
69,66,4,53,64,11,9,3,68,11,8,10,67
70,67,3,54,65,7,4,1,69,6,6,1,8
71,68,10,37,42,1,10,7,70,12,4,4,68
72,69,8,55,66,11,7,10,71,12,4,7,69
73,70,11,9,67,9,6,7,72,4,9,6,70
74,71,5,10,68,3,6,5,73,10,9,3,71
75,72,9,2,69,4,6,10,74,4,8,5,72
76,73,2,56,70,3,5,3,45,8,1,8,73
77,6,9,31,71,11,6,5,75,5,10,4,74
