mms <-> class	0.8677886613208501
tls <-> class	0.4971371902376257
trs <-> class	0.49099454377013235
brs <-> class	0.4807725737284732
trs <-> bms	0.4790737095711653
trs <-> mls	0.4733331776746424
mrs <-> bls	0.47181413323828025
bls <-> class	0.4701196671552185
tms <-> brs	0.4642725684197832
tls <-> mrs	0.4595642889476333
mls <-> brs	0.4580424800270966
tms <-> bls	0.44880287046330186
tls <-> bms	0.44139569788821836
bms <-> class	0.4288607137259915
mls <-> class	0.42884661576109234
tms <-> class	0.4124485967881125
mrs <-> class	0.4046164728091323
tms <-> mls	0.36711796897901394
tms <-> mrs	0.365118865710424
mrs <-> bms	0.35922104516370434
tls <-> trs	0.3417351718008786
mls <-> bms	0.3369331510408728
tls <-> bls	0.33465888813075045
tms <-> mms	0.32207091294886814
trs <-> brs	0.3160859674491701
mms <-> mrs	0.31364887039877243
mms <-> bls	0.3122123376641869
mls <-> bls	0.3118218459705287
mms <-> brs	0.31018016628242806
bms <-> brs	0.30809699854171113
bls <-> brs	0.2995817855014868
mrs <-> brs	0.299208047404999
tls <-> mms	0.29708510294033574
trs <-> bls	0.29668673299235854
bls <-> bms	0.2953295999949317
tls <-> brs	0.29328825138984277
tms <-> trs	0.2919219766433099
mms <-> bms	0.2910217398672032
tls <-> tms	0.2882218385069904
mls <-> mms	0.2820311021596521
trs <-> mrs	0.2804346700923927
mls <-> mrs	0.27458336061080824
tms <-> bms	0.2701480114301748
tls <-> mls	0.2699213949737825
trs <-> mms	0.26401565245144276
