A7 <-> A10	24.68416415368624
A2 <-> A7	23.658066803991805
A13 <-> A14	23.184005095412495
A4 <-> A12	22.418324829448796
A9 <-> A10	21.616625222524856
A2 <-> A12	19.364904774649744
A7 <-> A12	15.420467648371883
A3 <-> A13	14.104221905995068
A3 <-> A10	13.850030476077919
A3 <-> A14	12.957063263306484
A10 <-> A13	11.826102985722402
A3 <-> A7	10.79823522901883
A2 <-> A4	10.706911970771223
A14 <-> A15	10.388545798772126
A2 <-> A14	9.90082468756171
A5 <-> A6	8.07112393880626
A6 <-> A12	7.677232338195004
A4 <-> A13	7.280704773809154
A6 <-> A7	7.260070997372361
A5 <-> A14	7.001303914710636
A2 <-> A10	6.925539589551768
A5 <-> A13	6.592868494911746
A5 <-> A12	6.387507285171052
A8 <-> A15	5.552857980764738
A10 <-> A15	5.339747330290561
A3 <-> A12	5.2888230604330815
A7 <-> A13	5.20596922125732
A6 <-> A13	5.030868868387176
A10 <-> A12	4.800380990770555
A2 <-> A5	4.640875657780547
A12 <-> A14	4.599655844256739
A12 <-> A13	4.343072822981568
A13 <-> A15	4.22985607092034
A4 <-> A10	4.0686212208326165
A11 <-> A13	3.7505441257317993
A4 <-> A7	3.673493199482343
A8 <-> A14	3.6016580189643825
A4 <-> A14	3.4845827130276956
A2 <-> A13	3.3360644616465267
A2 <-> A3	3.299586423912418
A4 <-> A5	2.934879529588958
A1 <-> A12	2.611081933216128
A9 <-> A12	2.605059787967714
A4 <-> A6	2.563844276550358
A10 <-> A14	2.5372257611153537
A3 <-> A4	2.5363956777287657
A5 <-> A15	2.533231455028384
A7 <-> A15	2.309838089077349
A7 <-> A11	2.2770826956212984
A2 <-> A8	2.2691654131633303
A1 <-> A13	1.9848496166690128
A3 <-> A8	1.9673581520422403
A7 <-> A8	1.8165702707037097
A1 <-> A7	1.7221887128782842
A2 <-> A9	1.6296412546317343
A5 <-> A7	1.402328267096048
A3 <-> A6	1.3941083717904765
A7 <-> A14	1.3639188392644517
A5 <-> A10	1.2893259732259494
A6 <-> A9	1.2096340651210222
A4 <-> A15	1.1788306049815493
A6 <-> A8	1.1389375525866907
A4 <-> A9	1.110487379047153
A9 <-> A15	1.0890713923681812
A8 <-> A12	1.0834925019711519
A8 <-> A10	1.0694366908958153
A1 <-> A2	1.065187401158633
A8 <-> A9	1.056070067694562
A3 <-> A5	1.0319950021943058
A9 <-> A13	0.9869948523304837
A10 <-> A11	0.9758320552550687
